,trial__id,race,struck_state,defendant_race,same_race,struck_by,Bayes Classification
285,82,White,1,Black,different race,Juror chosen to serve on jury,1
286,82,Black,0,Black,same race,Struck by the state,0
287,82,Black,0,Black,same race,Struck by the state,0
288,76,White,1,Black,different race,Juror chosen as alternate,1
289,76,Black,1,Black,same race,Juror chosen to serve on jury,1
290,82,White,1,Black,different race,Struck by the defense,1
291,82,Black,1,Black,same race,Juror chosen to serve on jury,1
292,82,White,1,Black,different race,Juror chosen to serve on jury,1
293,82,White,1,Black,different race,Juror chosen to serve on jury,1
294,82,White,1,Black,different race,Struck by the defense,1
295,82,White,0,Black,different race,Struck by the state,0
296,82,Black,1,Black,same race,Juror chosen as alternate,1
297,82,Black,1,Black,same race,Juror chosen as alternate,1
298,79,White,1,Black,different race,Struck by the defense,1
299,79,White,1,Black,different race,Struck by the defense,1
300,79,Black,1,Black,same race,Struck by the defense,1
301,224,Black,0,Black,same race,Struck by the state,0
302,224,Black,0,Black,same race,Struck by the state,0
303,224,White,1,Black,different race,Juror chosen to serve on jury,1
304,224,White,1,Black,different race,Juror chosen to serve on jury,1
305,224,White,1,Black,different race,Juror chosen to serve on jury,1
306,224,White,1,Black,different race,Juror chosen to serve on jury,1
307,224,White,1,Black,different race,Juror chosen to serve on jury,1
308,224,White,1,Black,different race,Juror chosen to serve on jury,1
309,224,White,1,Black,different race,Juror chosen to serve on jury,1
310,8,White,1,Black,different race,Struck by the defense,1
311,8,White,1,Black,different race,Juror chosen to serve on jury,1
312,80,White,0,White,same race,Struck by the state,0
313,80,White,1,White,same race,Juror chosen to serve on jury,1
314,80,White,1,White,same race,Juror chosen to serve on jury,1
315,80,White,1,White,same race,Juror chosen to serve on jury,1
316,80,Black,0,White,different race,Struck by the state,0
317,80,Black,0,White,different race,Struck by the state,0
318,8,White,1,Black,different race,Juror chosen to serve on jury,1
319,8,White,0,Black,different race,Struck by the state,0
320,8,White,1,Black,different race,Juror chosen to serve on jury,1
321,8,White,1,Black,different race,Struck by the defense,1
322,8,White,1,Black,different race,Juror chosen to serve on jury,1
323,8,Black,0,Black,same race,Struck by the state,0
324,8,White,1,Black,different race,Struck by the defense,1
325,8,White,0,Black,different race,Struck by the state,0
326,8,White,1,Black,different race,Struck by the defense,1
327,8,White,1,Black,different race,Juror chosen to serve on jury,1
328,8,White,1,Black,different race,Juror chosen to serve on jury,1
329,8,White,0,Black,different race,Struck by the state,0
330,8,White,1,Black,different race,Struck by the defense,1
331,8,White,1,Black,different race,Juror chosen to serve on jury,1
332,8,White,0,Black,different race,Struck by the state,0
333,8,Black,0,Black,same race,Struck by the state,0
334,80,Black,1,White,different race,Juror chosen as alternate,1
335,80,Black,1,White,different race,Juror chosen to serve on jury,1
336,80,White,1,White,same race,Struck by the defense,1
337,80,White,1,White,same race,Juror chosen to serve on jury,1
338,80,White,1,White,same race,Juror chosen to serve on jury,1
339,80,Black,1,White,different race,Juror chosen to serve on jury,1
340,80,White,1,White,same race,Struck by the defense,1
341,80,Black,0,White,different race,Struck by the state,0
342,80,Black,0,White,different race,Struck by the state,0
343,80,Black,0,White,different race,Struck by the state,0
344,80,White,1,White,same race,Juror chosen to serve on jury,1
345,80,White,1,White,same race,Struck by the defense,1
346,80,Black,1,White,different race,Juror chosen to serve on jury,1
347,80,White,1,White,same race,Juror chosen to serve on jury,1
348,195,Black,0,Black,same race,Struck by the state,0
349,92,White,1,Black,different race,Struck by the defense,1
350,92,Black,0,Black,same race,Struck by the state,0
351,92,White,1,Black,different race,Juror chosen to serve on jury,1
352,92,White,1,Black,different race,Struck by the defense,1
353,92,White,0,Black,different race,Struck by the state,0
354,92,White,1,Black,different race,Juror chosen to serve on jury,1
355,92,White,1,Black,different race,Juror chosen to serve on jury,1
356,92,Black,0,Black,same race,Struck by the state,0
357,92,White,1,Black,different race,Struck by the defense,1
358,92,Black,1,Black,same race,Juror chosen to serve on jury,1
359,92,Black,1,Black,same race,Juror chosen to serve on jury,1
360,92,White,1,Black,different race,Struck by the defense,1
361,92,White,1,Black,different race,Juror chosen to serve on jury,1
362,92,White,1,Black,different race,Struck by the defense,1
363,92,White,1,Black,different race,Juror chosen to serve on jury,1
364,92,White,1,Black,different race,Struck by the defense,1
365,92,White,1,Black,different race,Juror chosen to serve on jury,1
366,92,Black,0,Black,same race,Struck by the state,0
367,92,White,1,Black,different race,Juror chosen to serve on jury,1
368,92,Black,0,Black,same race,Struck by the state,0
369,92,White,1,Black,different race,Juror chosen to serve on jury,1
370,92,White,1,Black,different race,Juror chosen to serve on jury,1
371,79,Black,0,Black,same race,Struck by the state,0
372,79,White,1,Black,different race,Struck by the defense,1
373,79,Black,0,Black,same race,Struck by the state,0
374,79,White,1,Black,different race,Juror chosen to serve on jury,1
375,79,White,1,Black,different race,Juror chosen to serve on jury,1
376,79,White,1,Black,different race,Juror chosen to serve on jury,1
377,79,White,1,Black,different race,Juror chosen to serve on jury,1
378,79,Black,0,Black,same race,Struck by the state,0
379,79,White,1,Black,different race,Juror chosen to serve on jury,1
380,79,White,1,Black,different race,Juror chosen to serve on jury,1
381,79,White,1,Black,different race,Struck by the defense,1
382,79,White,1,Black,different race,Struck by the defense,1
383,79,White,1,Black,different race,Juror chosen to serve on jury,1
384,79,Black,1,Black,same race,Juror chosen to serve on jury,1
385,79,White,1,Black,different race,Juror chosen to serve on jury,1
386,79,Black,0,Black,same race,Struck by the state,0
387,79,Black,0,Black,same race,Struck by the state,0
388,95,White,1,Black,different race,Juror chosen to serve on jury,1
389,79,White,1,Black,different race,Juror chosen to serve on jury,1
390,79,Black,1,Black,same race,Juror chosen to serve on jury,1
391,79,Black,1,Black,same race,Juror chosen as alternate,1
392,79,White,1,Black,different race,Juror chosen to serve on jury,1
393,45,Black,1,Black,same race,Juror chosen to serve on jury,1
394,45,White,1,Black,different race,Juror chosen to serve on jury,1
395,107,White,1,Black,different race,Struck by the defense,1
396,107,Black,1,Black,same race,Juror chosen to serve on jury,1
397,76,Black,1,Black,same race,Struck by the defense,1
398,76,White,1,Black,different race,Juror chosen to serve on jury,1
399,76,Black,0,Black,same race,Struck by the state,0
400,76,White,1,Black,different race,Juror chosen to serve on jury,1
401,76,White,1,Black,different race,Struck by the defense,1
402,76,Black,1,Black,same race,Juror chosen to serve on jury,1
403,76,White,1,Black,different race,Struck by the defense,1
404,76,Black,0,Black,same race,Struck by the state,0
405,76,White,1,Black,different race,Juror chosen to serve on jury,1
406,76,White,1,Black,different race,Juror chosen to serve on jury,1
407,76,White,1,Black,different race,Juror chosen to serve on jury,1
408,76,White,1,Black,different race,Struck by the defense,1
409,76,Black,1,Black,same race,Juror chosen to serve on jury,1
410,76,Black,0,Black,same race,Struck by the state,0
411,76,Black,0,Black,same race,Struck by the state,0
412,76,White,1,Black,different race,Juror chosen to serve on jury,1
413,76,White,1,Black,different race,Juror chosen to serve on jury,1
414,76,Black,1,Black,same race,Juror chosen to serve on jury,1
415,76,White,1,Black,different race,Struck by the defense,1
416,76,White,1,Black,different race,Struck by the defense,1
417,76,White,1,Black,different race,Juror chosen to serve on jury,1
418,75,White,1,Black,different race,Juror chosen to serve on jury,1
419,75,White,1,Black,different race,Struck by the defense,1
420,75,Black,1,Black,same race,Struck by the defense,1
421,75,Black,1,Black,same race,Struck by the defense,1
422,75,White,1,Black,different race,Juror chosen to serve on jury,1
423,75,White,1,Black,different race,Struck by the defense,1
424,102,White,1,Black,different race,Struck by the defense,1
425,102,White,1,Black,different race,Juror chosen as alternate,1
426,102,White,1,Black,different race,Juror chosen as alternate,1
427,75,Black,1,Black,same race,Struck by the defense,1
428,75,White,1,Black,different race,Struck by the defense,1
429,75,White,1,Black,different race,Juror chosen to serve on jury,1
430,75,White,1,Black,different race,Juror chosen to serve on jury,1
431,75,White,1,Black,different race,Struck by the defense,1
432,75,White,1,Black,different race,Juror chosen to serve on jury,1
433,75,White,1,Black,different race,Struck by the defense,1
434,75,White,1,Black,different race,Juror chosen to serve on jury,1
435,75,Black,0,Black,same race,Struck by the state,0
436,75,Black,1,Black,same race,Juror chosen to serve on jury,1
437,75,Black,1,Black,same race,Juror chosen to serve on jury,1
438,75,White,1,Black,different race,Struck by the defense,1
439,75,White,1,Black,different race,Struck by the defense,1
440,75,White,1,Black,different race,Juror chosen to serve on jury,1
441,75,Black,0,Black,same race,Struck by the state,0
442,75,White,1,Black,different race,Juror chosen to serve on jury,1
443,75,Black,0,Black,same race,Struck by the state,0
444,75,Black,0,Black,same race,Struck by the state,0
445,75,Black,0,Black,same race,Struck by the state,0
446,75,Black,1,Black,same race,Struck by the defense,1
447,75,Black,0,Black,same race,Struck by the state,0
448,75,Black,0,Black,same race,Struck by the state,0
449,75,Black,1,Black,same race,Juror chosen to serve on jury,1
450,75,Black,1,Black,same race,Juror chosen as alternate,1
451,75,Black,1,Black,same race,Juror chosen as alternate,1
452,75,White,1,Black,different race,Juror chosen to serve on jury,1
453,58,White,1,Black,different race,Juror chosen to serve on jury,1
454,58,Black,1,Black,same race,Juror chosen to serve on jury,1
455,58,Black,0,Black,same race,Struck by the state,0
456,58,White,0,Black,different race,Struck by the state,0
457,107,Black,0,Black,same race,Struck by the state,0
458,107,Black,0,Black,same race,Struck by the state,0
459,107,White,1,Black,different race,Juror chosen to serve on jury,1
460,107,White,1,Black,different race,Juror chosen to serve on jury,1
461,107,White,1,Black,different race,Struck by the defense,1
462,107,Black,1,Black,same race,Juror chosen to serve on jury,1
463,107,Black,0,Black,same race,Struck by the state,0
464,107,White,1,Black,different race,Juror chosen to serve on jury,1
465,107,White,1,Black,different race,Juror chosen to serve on jury,1
466,107,White,1,Black,different race,Juror chosen to serve on jury,1
467,107,White,1,Black,different race,Juror chosen to serve on jury,1
468,107,Black,0,Black,same race,Struck by the state,0
469,5,White,1,Black,different race,Struck by the defense,1
470,120,White,1,Black,different race,Juror chosen as alternate,1
471,120,Black,0,Black,same race,Struck by the state,0
472,120,Black,1,Black,same race,Juror chosen as alternate,1
473,120,White,1,Black,different race,Struck by the defense,1
474,120,White,1,Black,different race,Struck by the defense,1
475,120,White,1,Black,different race,Juror chosen to serve on jury,1
476,120,White,0,Black,different race,Struck by the state,0
477,120,Black,0,Black,same race,Struck by the state,0
478,120,Black,1,Black,same race,Juror chosen to serve on jury,1
479,120,White,1,Black,different race,Struck by the defense,1
480,6,White,0,White,same race,Struck by the state,0
481,116,White,1,Black,different race,Struck by the defense,1
482,116,White,1,Black,different race,Juror chosen to serve on jury,1
483,116,White,1,Black,different race,Juror chosen to serve on jury,1
484,116,White,1,Black,different race,Juror chosen to serve on jury,1
485,116,Black,1,Black,same race,Juror chosen to serve on jury,1
486,116,Black,1,Black,same race,Juror chosen to serve on jury,1
487,116,White,1,Black,different race,Juror chosen to serve on jury,1
488,116,Black,1,Black,same race,Juror chosen as alternate,1
489,116,White,1,Black,different race,Juror chosen to serve on jury,1
490,116,White,1,Black,different race,Struck by the defense,1
491,116,White,1,Black,different race,Juror chosen to serve on jury,1
492,116,Black,0,Black,same race,Struck by the state,0
493,116,White,1,Black,different race,Juror chosen to serve on jury,1
494,116,White,1,Black,different race,Juror chosen to serve on jury,1
495,116,Black,0,Black,same race,Struck by the state,0
496,116,White,0,Black,different race,Struck by the state,0
497,120,White,0,Black,different race,Struck by the state,0
498,120,White,1,Black,different race,Struck by the defense,1
499,120,White,1,Black,different race,Juror chosen to serve on jury,1
500,120,White,1,Black,different race,Struck by the defense,1
501,120,White,1,Black,different race,Struck by the defense,1
502,120,White,1,Black,different race,Juror chosen to serve on jury,1
503,120,White,1,Black,different race,Juror chosen to serve on jury,1
504,120,Black,1,Black,same race,Juror chosen to serve on jury,1
505,120,White,0,Black,different race,Struck by the state,0
506,120,Black,0,Black,same race,Struck by the state,0
507,120,Black,0,Black,same race,Struck by the state,0
508,120,White,1,Black,different race,Juror chosen to serve on jury,1
509,120,White,1,Black,different race,Juror chosen to serve on jury,1
510,120,White,1,Black,different race,Struck by the defense,1
511,120,White,1,Black,different race,Struck by the defense,1
512,120,White,1,Black,different race,Juror chosen to serve on jury,1
513,120,Black,1,Black,same race,Juror chosen to serve on jury,1
514,7,White,1,White,same race,Struck by the defense,1
515,120,White,0,Black,different race,Struck by the state,0
516,120,Black,0,Black,same race,Struck by the state,0
517,120,White,1,Black,different race,Juror chosen to serve on jury,1
518,120,White,1,Black,different race,Struck by the defense,1
519,120,Black,0,Black,same race,Struck by the state,0
520,120,White,1,Black,different race,Juror chosen to serve on jury,1
521,120,Black,1,Black,same race,Struck by the defense,1
522,120,White,1,Black,different race,Struck by the defense,1
523,52,White,0,Black,different race,Struck by the state,0
524,52,Black,0,Black,same race,Struck by the state,0
525,52,Black,1,Black,same race,Juror chosen to serve on jury,1
526,52,White,1,Black,different race,Juror chosen to serve on jury,1
527,52,White,1,Black,different race,Struck by the defense,1
