,borough,ZIPCODE,CUISINE DESCRIPTION,INSPECTION DATE,VIOLATION CODE,CRITICAL FLAG,score,GRADE DATE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
10205,less wealthy,11237,Spanish,1/2/2020,10B,N,1,1/2/2020,40.70213514,-73.91577204,304,37,44300,3075165,3032900035,BK77
10206,less wealthy,11358,Chinese,2/20/2019,10B,N,1,2/20/2019,40.75254401,-73.78582666,411,20,142900,4126957,4056140036,QN48
10207,less wealthy,10458,Sandwiches,4/3/2019,10H,N,1,4/3/2019,40.860988,-73.89007189,206,15,38700,2088325,2030330053,BX06
10208,less wealthy,11691,Spanish,12/12/2019,04J,Y,1,12/12/2019,40.60228473,-73.75110186,414,31,101001,4518605,4155600054,QN15
10209,wealthier,10003,Pizza/Italian,4/3/2019,10F,N,1,4/3/2019,40.73052146,-73.98625668,103,2,4000,1006470,1004530002,MN22
10210,less wealthy,11201,"Juice, Smoothies, Fruit Salads",6/15/2019,06E,Y,1,6/15/2019,40.70143041,-73.99592461,302,33,100,3000000,3001990003,BK09
10211,wealthier,10301,American,8/7/2019,06D,Y,1,8/7/2019,40.64372588,-74.0727888,501,49,300,5141706,5000020001,SI22
10212,less wealthy,11211,Chinese,10/22/2019,06D,Y,0,10/22/2019,40.7130083,-73.95755809,301,34,52300,3062823,3023950010,BK73
10213,wealthier,10036,Korean,9/20/2019,02B,Y,0,9/20/2019,40.75761939,-73.97894165,105,4,9600,1087455,1012637501,MN17
10214,wealthier,10280,American,1/22/2019,02B,Y,1,1/22/2019,40.71153017,-74.01567279,101,1,31703,1000058,1000160125,MN25
10215,less wealthy,10461,Mediterranean,9/6/2019,10I,N,1,9/6/2019,40.84921535,-73.85498658,211,13,25200,2045492,2041280033,BX37
10216,less wealthy,11218,American,7/27/2019,09C,N,1,7/27/2019,40.65253254,-73.97602697,307,39,50202,3122576,3052770017,BK40
10217,less wealthy,11211,American,5/2/2019,02B,Y,1,5/2/2019,40.710271,-73.96329859999999,301,34,54900,3063560,3024570039,BK73
10218,less wealthy,11358,Korean,10/15/2019,09B,N,1,10/15/2019,40.76249793,-73.80348288,407,19,117100,4119545,4052850006,QN51
10219,wealthier,10314,Pizza,3/13/2019,10F,N,1,3/13/2019,40.59142733,-74.16478751,502,51,27706,5107370,5023800040,SI24
10220,less wealthy,11211,Pizza/Italian,6/5/2019,06A,Y,1,6/5/2019,40.70862885,-73.96094058,301,34,52500,3059632,3021390027,BK73
10221,less wealthy,10454,Chinese,3/27/2019,04L,Y,1,3/27/2019,40.80644365,-73.91869911,201,8,2500,2000052,2022650053,BX39
10222,wealthier,10003,Bakery,5/6/2019,06C,Y,1,5/6/2019,40.73020303,-73.98595006,103,2,4000,1077706,1004530001,MN22
10223,less wealthy,11237,American,12/16/2019,08C,N,1,12/16/2019,40.70043903,-73.91598336,304,37,44100,3075729,3033100009,BK77
10224,wealthier,10003,Pizza/Italian,2/19/2019,10F,N,1,2/19/2019,40.72939371,-73.98957272,103,2,3800,1006657,1004630007,MN22
10225,less wealthy,10472,Donuts,5/13/2019,10F,N,1,5/13/2019,40.82912083,-73.87584424,209,18,4800,2023991,2037430045,BX55
10226,less wealthy,11220,Chinese,5/21/2019,06C,Y,1,5/21/2019,40.63513351,-74.02329661,310,43,13000,3145253,3058640004,BK31
10227,less wealthy,11226,Mexican,4/11/2019,06D,Y,1,4/11/2019,40.65418301,-73.95955982,314,40,79602,3116187,3050640010,BK60
10228,less wealthy,10458,Sandwiches/Salads/Mixed Buffet,12/9/2019,10F,N,1,12/9/2019,40.85719922,-73.88617035,206,15,38900,2094650,2030660046,BX06
10229,less wealthy,11356,Pizza/Italian,5/21/2019,10F,N,1,5/21/2019,40.78297273,-73.84587648,407,19,92500,4098307,4040830025,QN23
10230,less wealthy,11358,Chinese/Japanese,6/18/2019,10B,N,0,6/18/2019,40.76796277,-73.79105856,411,19,109900,4134125,4060250036,QN46
10231,wealthier,10002,Japanese,5/15/2019,10F,N,1,5/15/2019,40.72056869,-73.98431065,103,2,3001,1004251,1003500029,MN27
10232,less wealthy,11377,Filipino,3/8/2019,10H,N,1,3/8/2019,40.74279055,-73.91563022,402,26,23500,4052834,4022820026,QN31
10233,less wealthy,11354,Korean,8/1/2019,08C,N,0,8/1/2019,40.76312388,-73.81513378,407,20,116700,4000000,4050310011,QN51
10234,less wealthy,11221,Pizza,2/28/2019,02G,Y,1,2/28/2019,40.69991223,-73.92840106,304,34,42300,3072484,3031840037,BK78
10235,less wealthy,11235,Pizza/Italian,4/29/2019,04N,Y,0,4/29/2019,40.59298615,-73.94805332,315,48,59401,3202251,3074050234,BK17
10236,less wealthy,11220,Café/Coffee/Tea,4/16/2019,06E,Y,1,4/16/2019,40.63588758,-74.00915517,307,38,10400,3016428,3008660049,BK34
10237,less wealthy,11430,Mexican,5/29/2019,04N,Y,1,5/29/2019,40.64831283,-73.7882815,483,28,71600,4000000,4142600001,QN98
10238,wealthier,10011,Korean,9/25/2019,06D,Y,0,9/25/2019,40.74186904,-74.00471301,104,3,8300,1012541,1007130001,MN13
10239,less wealthy,11238,Italian,10/19/2019,04E,Y,1,10/19/2019,40.67110943,-73.95781917,308,35,21700,3029660,3011810052,BK61
10240,wealthier,10014,American,3/12/2019,04L,Y,1,3/12/2019,40.73424944,-74.00736097,102,3,7500,1011747,1006310017,MN23
10241,wealthier,10003,Thai,9/18/2019,08A,N,0,9/18/2019,40.72929762,-73.98930213,103,2,3800,1006760,1004640057,MN22
10242,less wealthy,11220,Chinese,1/8/2020,06F,Y,1,1/8/2020,40.63181397,-74.01283663,310,38,12000,3142128,3057490001,BK34
10243,wealthier,10021,Salads,5/7/2019,10F,N,1,5/7/2019,40.76666541,-73.95681258,108,5,12400,1045808,1014650001,MN31
10244,wealthier,10010,Japanese,12/5/2019,06C,Y,1,12/5/2019,40.74397937,-73.98944412,105,3,5800,1015644,1008280024,MN13
10245,less wealthy,11211,Japanese,4/18/2019,02H,Y,1,4/18/2019,40.71264236,-73.94866671,301,34,50300,3322972,3027740010,BK90
10246,less wealthy,11385,American,4/17/2019,10F,N,1,4/17/2019,40.700036700000005,-73.90681985,405,34,55300,4085459,4035460056,QN20
10247,less wealthy,11373,Bakery,4/1/2019,10F,N,1,4/1/2019,40.74228621,-73.86948565,404,25,46100,4046361,4018770021,QN29
10248,less wealthy,11214,Chinese,10/9/2019,04M,Y,1,10/9/2019,40.60497618,-73.9988908,311,47,28400,3166862,3063740048,BK28
10249,less wealthy,11205,Chinese,11/4/2019,06B,Y,1,11/4/2019,40.696739799999996,-73.97551695,302,35,21100,3345668,3020290058,BK68
10250,less wealthy,11201,Bagels/Pretzels,10/15/2019,08A,N,1,10/15/2019,40.69039087,-73.99429541,302,33,700,3002734,3002750001,BK09
10251,wealthier,10001,Donuts,12/13/2019,10F,N,1,12/13/2019,40.747991799999994,-73.98560704,105,4,7600,1083631,1008340049,MN17
10252,less wealthy,11207,Chinese,3/2/2019,09B,N,1,3/2/2019,40.67589177,-73.89510813,305,37,119800,3083315,3036710037,BK82
10253,less wealthy,11235,Turkish,1/8/2020,04N,Y,1,1/8/2020,40.58757844,-73.95331767,315,48,60600,3204963,3074600095,BK17
10254,wealthier,10012,American,9/13/2019,06C,Y,1,9/13/2019,40.7209347,-73.99483753,102,1,4100,1007134,1004780015,MN24
10255,less wealthy,11368,Hamburgers,2/6/2019,08A,N,1,2/6/2019,40.74989747,-73.86245445,403,21,40500,4595426,4017700091,QN26
10256,less wealthy,11375,Irish,10/10/2019,06D,Y,1,10/10/2019,40.72061192,-73.84606093,406,29,71100,4077471,4032340183,QN17
10257,less wealthy,11368,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11/14/2019,10F,N,1,11/14/2019,40.74882119,-73.86921655,404,21,37500,4040221,4016050067,QN26
10258,less wealthy,11237,Mexican,3/14/2019,10F,N,1,3/14/2019,40.70341331,-73.92643887,304,34,42700,3072340,3031750003,BK77
10259,less wealthy,11368,Spanish,9/30/2019,10F,N,1,9/30/2019,40.75164024,-73.85562932,403,21,40100,4044949,4017840034,QN26
10260,less wealthy,11238,Japanese,8/28/2019,10F,N,1,8/28/2019,40.680831899999994,-73.96770987,308,35,20300,3027660,3011300010,BK64
10261,wealthier,10038,American,3/12/2019,10F,N,1,3/12/2019,40.70816597,-74.00646357,101,1,1502,1001127,1000697502,MN25
10262,less wealthy,11358,Japanese,9/23/2019,10F,N,1,9/23/2019,40.75783669,-73.78920623,411,19,142900,4124423,4055160015,QN48
10263,less wealthy,10472,American,12/3/2018,08A,N,1,12/3/2018,40.8291017,-73.87591293,209,18,4800,2023991,2037430045,BX55
10264,wealthier,10013,American,11/15/2019,06D,Y,1,11/15/2019,40.71943889,-73.99768398,102,1,4100,1003072,1002360016,MN24
10265,wealthier,10281,Bakery,7/24/2019,04N,Y,1,7/24/2019,40.71443965,-74.01549311,101,1,31703,1000059,1000160140,MN25
10266,wealthier,10017,Café/Coffee/Tea,5/30/2019,10F,N,1,5/30/2019,40.75241735,-73.97531955,106,4,9200,1036162,1012980023,MN19
10267,wealthier,10017,Café/Coffee/Tea,8/19/2019,10F,N,1,8/19/2019,40.75601562,-73.97483093,105,4,9400,1035441,1012840033,MN17
10268,less wealthy,11215,Japanese,1/13/2020,02G,Y,1,1/13/2020,40.66024622,-73.98050433,307,39,16900,3026912,3011090038,BK40
10269,wealthier,10038,Sandwiches/Salads/Mixed Buffet,5/3/2019,10F,N,1,5/3/2019,40.70974145,-74.00679196,101,1,1501,1001263,1000917502,MN25
10270,less wealthy,11229,Japanese,1/23/2019,06F,Y,1,1/23/2019,40.60784746,-73.95717502,315,48,55200,3182979,3067980013,BK44
10271,wealthier,10013,Café/Coffee/Tea,12/17/2019,09B,N,1,12/17/2019,40.71800063,-73.99747119,102,1,4100,1079588,1002370032,MN24
10272,wealthier,10002,Chinese,11/12/2019,10F,N,1,11/12/2019,40.71836833,-73.9945816,103,1,1600,1003931,1003040016,MN27
10273,wealthier,10023,French,6/12/2019,06C,Y,1,6/12/2019,40.77653146,-73.98313841,107,6,15300,1028950,1011407501,MN14
10274,less wealthy,11435,Spanish,9/4/2019,04N,Y,1,9/4/2019,40.69883588,-73.80682686,412,27,20800,4213959,4099930025,QN61
10275,less wealthy,11220,Chinese/Japanese,9/7/2019,10H,N,1,9/7/2019,40.63898093,-74.0094943,307,38,10400,3015508,3008420009,BK34
10276,wealthier,10017,Japanese,6/20/2019,10F,N,0,6/20/2019,40.75184043,-73.97301344,106,4,8800,1037556,1013170007,MN19
10277,wealthier,10027,Café/Coffee/Tea,5/8/2019,10F,N,1,5/8/2019,40.80722602,-73.96076690000001,109,7,20300,1084458,1019730001,MN09
10278,wealthier,10024,French,8/20/2019,04H,Y,1,8/20/2019,40.78622109,-73.97237111,107,6,16900,1032162,1012160033,MN12
10279,less wealthy,10462,"Juice, Smoothies, Fruit Salads",5/10/2019,10J,N,1,5/10/2019,40.83100689,-73.85081297,209,18,9200,2092876,2038190001,BX59
10280,less wealthy,11201,Hamburgers,11/18/2019,04N,Y,1,11/18/2019,40.70285488,-73.99430155,302,33,2100,3000078,3000350012,BK38
10281,less wealthy,11354,Chinese,1/3/2020,09A,N,1,1/3/2020,40.76449418,-73.83161309,407,20,86900,4112000,4049500001,QN22
10282,less wealthy,11217,Hamburgers,4/30/2019,10F,N,1,4/30/2019,40.68273068,-73.97651003,306,39,12901,3018394,3009280036,BK37
10283,wealthier,10280,Hamburgers,4/1/2019,10F,N,1,4/1/2019,40.71153017,-74.01567279,101,1,31703,1000058,1000160125,MN25
10284,wealthier,10013,Mexican,10/29/2019,02G,Y,1,10/29/2019,40.71929886,-74.00404041,101,1,3300,1079007,1001930025,MN24
10285,less wealthy,11101,American,2/13/2019,06D,Y,1,2/13/2019,40.75288953,-73.93390949,401,26,3100,4616012,4003990022,QN68
10286,less wealthy,11385,Pizza,12/30/2019,08A,N,1,12/30/2019,40.69951952,-73.902125,405,34,55700,4086249,4035740010,QN20
10287,wealthier,10003,"Juice, Smoothies, Fruit Salads",3/1/2019,06D,Y,1,3/1/2019,40.73390888,-73.98987149999999,103,2,4200,1077569,1005590009,MN22
10288,wealthier,10011,American,8/16/2019,04A,Y,1,8/16/2019,40.74620849,-74.0052294,104,3,8900,1088996,1007187502,MN13
10289,wealthier,10002,American,12/5/2019,06D,Y,1,12/5/2019,40.71968271,-73.98944077,103,1,1800,1079077,1004150072,MN27
10290,less wealthy,11235,American,5/4/2019,04L,Y,1,5/4/2019,40.57782338,-73.960373,313,48,36002,3245125,3086920019,BK19
10291,less wealthy,10463,American,5/14/2019,10B,N,1,5/14/2019,40.88720422,-73.90713516,208,11,29500,2097850,2057960158,BX29
10292,wealthier,10022,Delicatessen,1/15/2020,02G,Y,0,1/15/2020,40.75989278,-73.96989137,105,4,10000,1036528,1013100059,MN19
10293,wealthier,10017,Asian,5/23/2019,10F,N,1,5/23/2019,40.75165122,-73.97381477,106,4,9200,1080446,1012980033,MN19
10294,wealthier,10001,Vegetarian,3/5/2019,10H,N,1,3/5/2019,40.74811598,-73.99272411,105,3,9500,1014289,1007790036,MN17
10295,less wealthy,11215,American,11/13/2019,10F,N,1,11/13/2019,40.67143344,-73.97777574,306,39,15500,3025167,3010760005,BK37
10296,less wealthy,11209,Japanese,9/6/2019,02B,Y,1,9/6/2019,40.62198546,-74.02580276,310,43,13800,3153168,3060350044,BK31
10297,less wealthy,11434,Chicken,4/11/2019,04H,Y,1,4/11/2019,40.67905249,-73.77996337,412,28,28800,4314981,4122560021,QN76
10298,wealthier,10280,Sandwiches,11/8/2019,08A,N,1,11/8/2019,40.71153017,-74.01567279,101,1,31703,1000058,1000160125,MN25
10299,less wealthy,11418,Caribbean,1/16/2020,08A,N,1,1/16/2020,40.69955979,-73.83068498,409,29,12200,4195920,4093280015,QN54
10300,wealthier,10036,American,5/30/2019,06D,Y,1,5/30/2019,40.76287721,-73.99137961,104,3,12700,1026579,1010580001,MN15
10301,less wealthy,11238,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",3/22/2019,10H,N,1,3/22/2019,40.676886100000004,-73.97223632,308,35,16300,3029032,3011640010,BK64
10302,less wealthy,11103,Café/Coffee/Tea,1/17/2020,10F,N,1,1/17/2020,40.76342272,-73.91535851,401,22,14900,4011253,4006800046,QN70
10303,less wealthy,11230,Donuts,4/16/2019,10A,N,1,4/16/2019,40.61402805,-73.96312841,314,48,54200,3181194,3067490078,BK43
10304,less wealthy,11213,Donuts,7/1/2019,10F,N,1,7/1/2019,40.66817059,-73.93116765,309,41,34900,3037569,3013970001,BK61
10305,less wealthy,10456,Chinese,9/26/2019,02B,Y,0,9/26/2019,40.83606195,-73.90750677,204,16,17702,2009303,2028870151,BX14
10306,less wealthy,11432,American,7/25/2019,06D,Y,1,7/25/2019,40.70785717,-73.79529462,412,27,46000,4209635,4097980006,QN61
10307,less wealthy,11104,Café/Coffee/Tea,2/25/2019,10F,N,1,2/25/2019,40.74366307,-73.92299835,402,26,18102,4002472,4001880043,QN31
10308,less wealthy,11432,Chinese,4/16/2019,02H,Y,1,4/16/2019,40.70640606,-73.80204384,412,24,23600,4312618,4097620041,QN35
10309,less wealthy,11201,Italian,11/20/2019,10F,N,1,11/20/2019,40.69452891,-73.98327101,302,35,1500,3332462,3020490008,BK38
10310,wealthier,10009,Chicken,8/7/2019,02G,Y,1,8/7/2019,40.72046342,-73.97838704,103,2,2202,1004369,1003720039,MN28
10311,less wealthy,11224,Caribbean,10/24/2019,02B,Y,1,10/24/2019,40.57681339,-73.98292983,313,47,34800,3319838,3070630006,BK21
10312,less wealthy,11222,Mediterranean,7/25/2019,10B,N,0,7/25/2019,40.71907368,-73.94351745,301,34,47700,3069802,3028310026,BK90
10313,wealthier,10025,Pizza,1/9/2019,08C,N,1,1/9/2019,40.7987785,-73.96320628,107,7,18900,1055937,1018600031,MN12
10314,less wealthy,11223,Peruvian,6/10/2019,06C,Y,1,6/10/2019,40.60517211,-73.98023957,311,47,42600,3176751,3066490018,BK29
10315,less wealthy,11375,Café/Coffee/Tea,4/17/2019,04H,Y,1,4/17/2019,40.72078824,-73.84654394,406,29,71100,4467420,4032340170,QN17
10316,less wealthy,11377,Asian,5/15/2019,04A,Y,1,5/15/2019,40.74102461,-73.91796729,402,26,23500,4001535,4001510059,QN31
10317,less wealthy,10457,Chinese,11/21/2019,06E,Y,1,11/21/2019,40.84469932,-73.9071116,204,15,22902,2007368,2027920037,BX41
10318,wealthier,10019,Thai,7/15/2019,10F,N,1,7/15/2019,40.7630555,-73.98992481,104,3,12700,1085041,1010580036,MN15
10319,less wealthy,11201,Bagels/Pretzels,3/13/2019,02G,Y,1,3/13/2019,40.69201784,-73.98628989,302,33,1100,3000393,3001510029,BK38
10320,less wealthy,10451,American,10/4/2019,04L,Y,1,10/4/2019,40.81807904,-73.92751473,201,17,5100,2001019,2023430032,BX39
10321,less wealthy,11377,Café/Coffee/Tea,5/6/2019,09C,N,1,5/6/2019,40.74758623,-73.90250885,402,26,25900,4027771,4012150001,QN63
10322,wealthier,10065,"Ice Cream, Gelato, Yogurt, Ices",8/1/2019,10F,N,1,8/1/2019,40.76233533,-73.95998484,108,5,11000,1044390,1014387501,MN31
10323,wealthier,10032,Seafood,8/15/2019,10I,N,1,8/15/2019,40.83647053,-73.94003118,112,7,24500,1062949,1021220153,MN36
10324,wealthier,10013,American,5/29/2019,10H,N,1,5/29/2019,40.71505278,-73.99963206,103,1,2900,1086195,1001640009,MN27
10325,wealthier,10036,Indian,7/3/2019,02B,Y,1,7/3/2019,40.75810267,-73.98008935,105,4,9600,1034498,1012630061,MN17
10326,wealthier,10009,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",5/17/2019,02B,Y,1,5/17/2019,40.72276105,-73.97980412,103,2,2601,1004413,1003740006,MN28
10327,wealthier,10011,French,6/10/2019,08A,N,1,6/10/2019,40.73300347,-73.99581082,102,3,6300,1009482,1005730043,MN23
10328,less wealthy,11204,Café/Coffee/Tea,12/11/2019,02H,Y,1,12/11/2019,40.61202907,-73.98329537,311,44,43000,3173201,3065760001,BK29
10329,wealthier,10003,American,4/18/2019,10B,N,1,4/18/2019,40.73609893,-73.98723341,105,2,5000,1078732,1008730015,MN21
10330,wealthier,10003,"Ice Cream, Gelato, Yogurt, Ices",6/3/2019,04J,Y,1,6/3/2019,40.72653647,-73.99024063,103,2,3800,1077985,1004600049,MN22
10331,wealthier,10065,French,11/21/2019,06A,Y,1,11/21/2019,40.76580651,-73.96555664,108,4,12000,1000000,1013997502,MN40
10332,wealthier,10013,Salads,8/1/2019,10B,N,1,8/1/2019,40.72674247,-74.00792297,102,3,3700,1010375,1005970062,MN24
10333,less wealthy,10474,Mexican,10/12/2018,04A,Y,0,10/12/2018,40.81293826,-73.87882605,202,17,11700,2109490,2027700001,BX27
10334,wealthier,10022,American,8/23/2019,10F,N,1,8/23/2019,40.76187959,-73.96842127,106,4,11203,1086160,1013137501,MN19
10335,less wealthy,11379,American,4/24/2019,10I,N,1,4/24/2019,40.71236422,-73.89202773,405,30,61301,4443103,4036050001,QN20
10336,less wealthy,11207,Bakery,6/18/2019,06D,Y,1,6/18/2019,40.67945416,-73.88613240000001,305,37,117000,3087958,3039530022,BK82
10337,less wealthy,11205,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",4/24/2019,02B,Y,1,4/24/2019,40.69491578,-73.95309077,303,33,24100,3048581,3017530024,BK75
10338,less wealthy,11373,Sandwiches/Salads/Mixed Buffet,12/9/2019,04M,Y,1,12/9/2019,40.7428896,-73.87398102,404,25,46300,4039973,4016000121,QN29
10339,less wealthy,11419,Caribbean,9/12/2019,10B,N,1,9/12/2019,40.68514603,-73.83005828,410,28,10000,4202533,4095350008,QN55
10340,less wealthy,11369,American,5/30/2019,04H,Y,1,5/30/2019,40.77441403,-73.87729335,480,21,33100,4000000,4009260001,QN98
10341,wealthier,10036,Mexican,1/9/2020,10I,N,0,1/9/2020,40.76192475,-73.99106207,104,3,12700,1079049,1010570024,MN15
10342,wealthier,10029,Spanish,2/1/2019,02G,Y,1,2/1/2019,40.79403275,-73.9428902,111,8,17200,1052160,1016370040,MN33
10343,wealthier,10025,Chinese,10/7/2019,06F,Y,0,10/7/2019,40.8013552,-73.96133023,107,7,19300,1055740,1018450002,MN09
10344,wealthier,10001,Irish,9/11/2019,06A,Y,1,9/11/2019,40.7519091,-73.99076746,105,3,10900,1014411,1007840050,MN17
10345,less wealthy,11357,Chinese,7/24/2019,10F,N,1,7/24/2019,40.79281727,-73.80713817,407,19,98700,4103346,4045460028,QN49
10346,less wealthy,11214,Chinese,7/1/2019,10F,N,1,7/1/2019,40.60800088,-74.00390759,311,43,17800,3166545,3063670043,BK27
10347,wealthier,10034,Spanish,10/30/2019,06E,Y,0,10/30/2019,40.86517622,-73.91961405,112,10,29300,1064780,1022220025,MN01
10348,wealthier,10012,Japanese,12/13/2019,04A,Y,1,12/13/2019,40.72101709,-73.99616512,102,1,4100,1007178,1004800004,MN24
10349,less wealthy,11214,Chinese,11/7/2019,10B,N,1,11/7/2019,40.61263684,-73.99675125,311,43,26400,3160845,3062370047,BK28
10350,wealthier,10011,Sandwiches,9/27/2019,08A,N,1,9/27/2019,40.73670889,-73.99532705,102,3,6300,1009709,1005770013,MN23
10351,less wealthy,11355,Chinese,7/22/2019,08A,N,1,7/22/2019,40.75788691,-73.82933054,407,20,84900,4114236,4050410033,QN22
10352,less wealthy,11237,American,3/1/2019,06D,Y,1,3/1/2019,40.705006700000006,-73.92034173,304,34,44500,3073275,3032220006,BK77
10353,wealthier,10003,American,11/29/2019,06A,Y,0,11/29/2019,40.73663709,-73.98894371,105,2,5000,1080799,1008730001,MN21
10354,wealthier,10036,Japanese,5/2/2019,10F,N,1,5/2/2019,40.75712932,-73.98744594,105,3,11900,1088760,1010157501,MN17
10355,wealthier,10013,Salads,5/17/2019,10F,N,1,5/17/2019,40.7213461,-74.00992817,101,1,3900,1002800,1002140009,MN24
10356,less wealthy,11356,Spanish,5/9/2019,10F,N,1,5/9/2019,40.78295349,-73.84585847,407,19,92500,4098828,4041280007,QN23
10357,less wealthy,11105,Hamburgers,9/3/2019,10F,N,1,9/3/2019,40.77512927,-73.911928,401,22,11500,4548752,4008440059,QN72
10358,less wealthy,11211,American,4/26/2019,10I,N,1,4/26/2019,40.71690508,-73.94306115,301,34,47700,3070105,3028750001,BK90
10359,less wealthy,11378,American,5/7/2019,10F,N,1,5/7/2019,40.72079306,-73.90731382,405,30,53100,4060214,4026970008,QN30
10360,wealthier,10002,American,10/2/2019,10B,N,1,10/2/2019,40.72324819,-73.98970356,103,1,3601,1005619,1004220053,MN27
10361,less wealthy,11211,American,10/2/2019,04A,Y,0,10/2/2019,40.71253085,-73.95793354,301,34,52300,3062835,3023950128,BK73
10362,less wealthy,11004,Tex-Mex,3/19/2019,09C,N,1,3/19/2019,40.74565588,-73.71454316,413,23,155102,4440956,4085130002,QN44
10363,wealthier,10011,Mexican,6/14/2019,10F,N,1,6/14/2019,40.74554436,-74.00202461,104,3,8900,1012639,1007190041,MN13
10364,wealthier,10021,Japanese,10/29/2019,04D,Y,1,10/29/2019,40.77115576,-73.95662914,108,5,13400,1045158,1014500051,MN31
10365,less wealthy,11103,Hamburgers,9/13/2019,10F,N,1,9/13/2019,40.75985115,-73.91826889,401,22,15500,4011102,4006780013,QN70
10366,less wealthy,11432,Hamburgers,6/27/2019,10F,N,1,6/27/2019,40.713203299999996,-73.78152754,408,24,46600,4430394,4099440018,QN06
10367,less wealthy,11377,Hamburgers,5/24/2019,02G,Y,1,5/24/2019,40.75317915,-73.90805903,401,26,29500,4548226,4011530010,QN63
10368,less wealthy,10453,Mexican,11/22/2019,10F,N,1,11/22/2019,40.85800127,-73.90168482,205,14,23704,2013866,2031710019,BX40
10369,less wealthy,10460,"Ice Cream, Gelato, Yogurt, Ices",5/22/2019,10F,N,1,5/22/2019,40.85055596,-73.88245143,206,15,33400,2116700,2031200020,BX99
10370,wealthier,10038,Chicken,6/6/2019,06E,Y,1,6/6/2019,40.70695549,-74.00709104,101,1,1502,1087832,1000690006,MN25
10371,wealthier,10004,Café/Coffee/Tea,8/9/2019,06C,Y,1,8/9/2019,40.70431465,-74.01158109,101,1,900,1000038,1000110021,MN25
10372,wealthier,10034,American,10/15/2019,04N,Y,1,10/15/2019,40.86743064,-73.92105754,112,10,29300,1082051,1022350020,MN01
10373,wealthier,10040,American,9/13/2019,04L,Y,1,9/13/2019,40.86502192,-73.92695358,112,10,28700,1064227,1021750049,MN35
10374,wealthier,10314,"Ice Cream, Gelato, Yogurt, Ices",6/20/2019,06D,Y,1,6/20/2019,40.58229742,-74.16905259,502,51,27702,5039658,5024000180,SI24
10375,wealthier,10032,Bakery,3/7/2019,10E,N,1,3/7/2019,40.83744339,-73.94241189,112,7,24500,1063363,1021370080,MN36
10376,less wealthy,10461,Chinese,9/19/2019,10F,N,1,9/19/2019,40.84258871,-73.85217838,210,18,20400,2042242,2039970034,BX59
10377,wealthier,10011,American,5/17/2019,10F,N,1,5/17/2019,40.73900909,-74.00080471,102,3,7700,1011101,1006180015,MN23
10378,less wealthy,11214,Spanish,7/10/2019,02G,Y,1,7/10/2019,40.60572826,-74.00014766,311,47,28400,3166760,3063720051,BK28
10379,wealthier,10012,American,11/26/2019,06D,Y,1,11/26/2019,40.72673717,-73.99564886,102,1,5502,1008420,1005290004,MN23
10380,less wealthy,11354,American,4/25/2019,04H,Y,1,4/25/2019,40.75909891,-73.83413912,407,20,87100,4596186,4049737501,QN22
10381,wealthier,10003,Hamburgers,3/13/2019,10F,N,1,3/13/2019,40.73558065,-73.99263166,102,2,6100,1009393,1005710013,MN23
10382,wealthier,10038,American,11/22/2019,10H,N,1,11/22/2019,40.70996918,-74.00799672,101,1,1502,1001212,1000790002,MN25
10383,less wealthy,11223,Café/Coffee/Tea,7/24/2019,10F,N,1,7/24/2019,40.59799325,-73.96389709,315,47,39200,3193084,3071340002,BK25
10384,wealthier,10002,French,4/10/2019,02H,Y,1,4/10/2019,40.72180422,-73.98746705,103,1,3001,1087953,1004120048,MN27
10385,less wealthy,11215,Café/Coffee/Tea,8/14/2019,02B,Y,1,8/14/2019,40.66711105,-73.98137465,306,39,15300,3025919,3010900074,BK37
10386,less wealthy,11368,Chinese,12/7/2019,06C,Y,1,12/7/2019,40.74061737,-73.85354944,404,21,43900,4048287,4019610022,QN25
10387,less wealthy,11373,Bakery,9/4/2019,06C,Y,1,9/4/2019,40.73634392,-73.87705341,404,25,47500,4064657,4028510029,QN29
10388,less wealthy,10467,Pizza/Italian,10/25/2019,02G,Y,1,10/25/2019,40.88086966,-73.87804359,207,11,43100,2018254,2033440001,BX43
10389,less wealthy,11211,American,1/12/2019,10F,N,1,1/12/2019,40.71406798,-73.95115820000001,301,34,50100,3068630,3027560001,BK90
10390,less wealthy,10456,Bakery,11/20/2019,10F,N,0,11/20/2019,40.83392491,-73.91611409,204,16,17901,2002688,2024530024,BX14
10391,less wealthy,11364,American,4/3/2019,08C,N,1,4/3/2019,40.74880214,-73.7565507,411,23,137700,4163156,4076440009,QN42
10392,wealthier,10301,Barbecue,3/2/2019,10E,N,1,3/2/2019,40.63669072,-74.07741099,501,49,2100,5013269,5004990017,SI37
10393,less wealthy,11231,French,10/16/2019,10H,N,1,10/16/2019,40.68333145,-73.99920678,306,39,6700,3004347,3003380053,BK33
10394,less wealthy,11222,Seafood,7/23/2019,02H,Y,1,7/23/2019,40.72428042,-73.94920248,301,33,57100,3066776,3026810009,BK76
10395,wealthier,10310,Italian,8/7/2019,10F,N,1,8/7/2019,40.63023204,-74.10815231,501,49,12100,5007425,5002760044,SI35
