DBA,borough,ZIPCODE,CUISINE DESCRIPTION,INSPECTION DATE,VIOLATION CODE,CRITICAL FLAG,score,GRADE DATE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
VIETSPOT,wealthier,10013,Asian,10/9/19,08C,N,1,10/9/19,40.71623556,-74.00691527,101,1,3300,1001619,1001477508,MN24
CHINA BAR,less wealthy,11354,"Bottled beverages, including water, sodas, juices, etc.",9/20/19,04N,Y,1,9/20/19,40.76071713,-73.83331927,407,20,87100,4532164,4049720237,QN22
POLOSUD,wealthier,10013,"Ice Cream, Gelato, Yogurt, Ices",7/25/19,02G,Y,1,7/25/19,40.71980391,-73.99616519,102,1,4100,1006924,1004700009,MN24
THAI DIVA CUISINE,less wealthy,11377,Thai,9/19/19,04N,Y,1,9/19/19,40.74199694,-73.9189224,402,26,23500,4001569,4001530106,QN31
BAR BEAU,less wealthy,11211,American,1/10/20,04H,Y,1,1/10/20,40.71686174,-73.95017854,301,33,51500,3338065,3027360031,BK73
L. M. CAFE,less wealthy,11101,American,1/17/20,04C,Y,0,1/17/20,40.74923026,-73.94906428,402,26,1900,4005224,4004460023,QN31
KENNEDY FRIED CHICKEN & PIZZA,less wealthy,10468,American,10/7/19,10B,N,1,10/7/19,40.86345133,-73.90054512,207,14,26500,2014360,2032000016,BX30
New Hardee Kitchen Inc.,less wealthy,11233,Chinese,10/21/19,04N,Y,1,10/21/19,40.67954728,-73.91068108,316,37,36900,3337940,3015390001,BK79
YANG KEE'S NO.1 CHINESE KITCHEN,less wealthy,11416,Chinese,8/8/19,02G,Y,1,8/8/19,40.67966393,-73.86218885,409,32,4200,4187910,4090470041,QN53
ROB AND TONY'S PIZZA,less wealthy,11378,Pizza,3/25/19,06A,Y,1,3/25/19,40.72462762,-73.89776223,405,30,51700,4435555,4027240163,QN30
CAFE ZONA SUR,less wealthy,11232,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",9/13/19,06C,Y,1,9/13/19,40.65024832,-74.00865263,307,38,8200,3010927,3007280041,BK32
CROWN FRIED CHICKEN,less wealthy,11367,Chicken,1/6/20,04L,Y,0,1/6/20,40.72929471,-73.81519191,408,24,77906,4144882,4066980001,QN37
SINKIANG HOUSE NOODLES (#19),less wealthy,11354,Chinese,3/14/19,04J,Y,1,3/14/19,40.758502,-73.83324181,407,20,87100,4112276,4049730016,QN22
KIN'D,less wealthy,11366,Thai,12/9/19,10F,N,1,12/9/19,40.73018202,-73.77842281,408,23,133300,4155157,4072080036,QN41
TSUKUSHI RESTAURANT,wealthier,10022,Japanese,10/30/19,10F,N,1,10/30/19,40.75432841,-73.96721571,106,4,9800,1039634,1013430122,MN19
A LIVE KITCHEN,less wealthy,11413,Vegetarian,1/7/20,10B,N,1,1/7/20,40.67689742,-73.74284758,413,31,63200,4281528,4131080033,QN66
MODERN ORGANIZATION HUMAN DEVELOPMENT CENTER,less wealthy,11236,Caribbean,6/11/19,10H,N,1,6/11/19,40.64966092,-73.89929021,318,42,109800,3229152,3081520201,BK82
WOODPECKER BY DAVID BURKE,wealthier,10001,American,2/1/19,02H,Y,1,2/1/19,40.74660876,-73.98847288,105,4,7600,1080723,1008310059,MN17
Clean Market,wealthier,10022,American,9/20/19,10F,N,1,9/20/19,40.75789406,-73.9679467,106,4,9800,1038563,1013270029,MN19
BARE BURGER,wealthier,10002,American,7/22/19,10F,N,1,7/22/19,40.72163415,-73.98844114,103,1,3001,1005558,1004170068,MN27
CROWN FRIED CHICKEN,less wealthy,11210,Chicken,1/13/20,05D,Y,1,1/13/20,40.63413961,-73.95005319,314,45,77000,3121606,3052490001,BK42
L'ADRESSE AMERICAN BISTRO,wealthier,10018,French,8/8/19,06D,Y,1,8/8/19,40.75393699,-73.98594864,105,4,11300,1022565,1009930029,MN17
THE SWEET SAP,less wealthy,11358,Asian,12/3/19,08A,N,1,12/3/19,40.75778659,-73.79183779,411,19,117500,4121029,4053650005,QN51
RAMS PIZZA PLUS,less wealthy,10458,Pizza,9/11/19,06D,Y,1,9/11/19,40.85872762,-73.88575198,206,15,38900,2094651,2030670048,BX06
WYCKOFF RESTAURANT,less wealthy,11237,Mexican,1/2/20,06E,Y,0,1/2/20,40.7005548,-73.91295376,304,37,44100,3076181,3033280032,BK77
HAPPY DAYS DINER,less wealthy,11201,American,3/8/19,06A,Y,1,3/8/19,40.69451072,-73.9933286,302,33,502,3002085,3002490035,BK09
MADRE MEXCALERIA,less wealthy,11238,Mexican,1/3/19,08C,N,1,1/3/19,40.67688368,-73.96360546,308,35,20500,3028565,3011530038,BK64
THE WATERFRONT (TRUMP GOLF LINKS),less wealthy,10465,American,6/17/19,06A,Y,1,6/17/19,40.81200341,-73.83556739,210,13,11000,2123825,2056220001,BX52
SUSHI KING,less wealthy,11237,Chinese,12/9/19,06F,Y,1,12/9/19,40.69893289,-73.91700227,304,37,43300,3075686,3033080016,BK77
TJ ASIAN BISTRO,less wealthy,11377,Japanese,9/11/19,10F,N,1,9/11/19,40.74611053,-73.91404166,402,26,16900,4000947,4001290067,QN31
BISTRO PIERRE LAPIN,wealthier,10014,French,7/19/19,04L,Y,1,7/19/19,40.73645079,-74.00650241,102,3,7900,1011368,1006240001,MN23
BISTRO GRILL,wealthier,10308,Mediterranean,10/23/18,10B,N,1,10/23/18,40.54279657,-74.14545408,503,51,15603,5066189,5052080005,SI54
THE PAUL BAR & RESTAURANT,wealthier,10001,American,11/20/19,06C,Y,0,11/20/19,40.74614219,-73.98887717,105,3,7600,1000000,1008300067,MN17
JUNZI NYC,wealthier,10012,Asian,11/18/19,08A,N,1,11/18/19,40.728837,-74.00055564,102,3,6500,1077803,1005260064,MN23
WEST VILLAGE FINEST,wealthier,10014,Delicatessen,8/7/19,06C,Y,1,8/7/19,40.7325561,-74.00338452,102,3,7300,1010179,1005910003,MN23
SFILA PIZZA,wealthier,10019,Pizza/Italian,11/7/18,10I,N,1,11/7/18,40.76741103,-73.98606131,104,3,13900,1000000,1010477503,MN15
JUICY MAMA,less wealthy,11213,"Juice, Smoothies, Fruit Salads",6/29/19,08C,N,1,6/29/19,40.67001113,-73.93377564,308,35,35100,3037049,3013840001,BK61
JAPONICA,wealthier,10003,Japanese,7/31/19,06D,Y,1,7/31/19,40.73365385,-73.99302879,102,2,6100,1009282,1005690022,MN23
SABROSURA 3,less wealthy,10472,Chinese/Cuban,9/16/19,04N,Y,0,9/16/19,40.82871107,-73.87765536,209,18,5400,2025221,2037740001,BX08
PALACE FRIED CHICKEN,less wealthy,11418,Chicken,5/1/19,06E,Y,1,5/1/19,40.6951751,-73.84329623,409,32,12602,4194274,4092890001,QN54
ROCKAWAY KENNEDY CHICKEN & GRILL,less wealthy,11417,Chicken,9/12/19,09C,N,1,9/12/19,40.68033525,-73.84214867,410,32,4002,4191235,4091690259,QN56
MAISON KAYSER,wealthier,10001,French,6/11/19,04L,Y,1,6/11/19,40.74775095,-73.99296595,105,3,9500,1015097,1008040001,MN17
MR PARIS CATERING,wealthier,10009,Mediterranean,1/29/19,04L,Y,1,1/29/19,40.72251954,-73.97997736,103,2,2601,1004409,1003740002,MN28
VIVI BUBBLE TEA,less wealthy,11229,"Juice, Smoothies, Fruit Salads",4/18/19,08C,N,1,4/18/19,40.59895086,-73.95522181,315,48,58000,3199612,3073490006,BK44
ALOFT HARLEM,wealthier,10027,American,8/9/18,06C,Y,1,8/9/18,40.80909184,-73.95193711,110,9,22200,1090411,1019297504,MN11
ABOUT COFFEE,less wealthy,11201,Café/Coffee/Tea,9/17/19,10F,N,1,9/17/19,40.69022327,-73.99167031,302,33,900,3002698,3002710017,BK09
HAVANA CAFE,less wealthy,10462,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10/21/19,04N,Y,1,10/21/19,40.83307434,-73.85132147,209,18,9200,2026570,2038130042,BX59
LAGMAN HOUSE,less wealthy,11235,Asian,5/1/19,10B,N,1,5/1/19,40.58719216,-73.95515052,315,48,60600,3337308,3074580009,BK17
EPSTEINS BEACH,less wealthy,11693,American,10/4/18,04A,Y,0,10/4/18,40.58726003,-73.81330026,414,32,94202,4303500,4161230099,QN12
SABOR PERUANO RESTAURANT,less wealthy,11368,Peruvian,11/6/19,10H,N,1,11/6/19,40.74485666,-73.86356561,404,21,41300,4040764,4016290126,QN25
PRET A MANGER,wealthier,10017,Sandwiches,5/30/19,02G,Y,1,5/30/19,40.7501885,-73.97485119,106,4,8800,1037545,1013150001,MN19
MCDONALD'S,less wealthy,10472,American,12/4/19,08A,N,1,12/4/19,40.82865938,-73.87809268,209,18,5002,2023897,2037410040,BX55
ASHOKA,wealthier,10128,Indian,11/12/19,08A,N,1,11/12/19,40.77995833,-73.9502142,108,5,15400,1078644,1015520001,MN32
FRIENDLY RESTAURANT,less wealthy,11101,Chinese,10/9/19,04A,Y,0,10/9/19,40.75598485,-73.9426775,401,26,8500,4441822,4004720627,QN68
PRINCE TEA HOUSE,wealthier,10028,Café/Coffee/Tea,12/3/19,06D,Y,0,12/3/19,40.77238808,-73.94971804,108,5,13600,1050369,1015600025,MN32
ISLAND TRINI BURGER,less wealthy,11203,Caribbean,9/26/19,08A,N,1,9/26/19,40.66143232,-73.93142693,309,41,88000,3099189,3045890095,BK60
THAI NOODLE HOUSE,wealthier,10019,Thai,7/25/19,02G,Y,1,7/25/19,40.76509464,-73.98775489,104,3,13300,1025254,1010430064,MN15
SAMMI SWEETZ,wealthier,10306,Bakery,6/13/19,10F,N,1,6/13/19,40.57350656,-74.118175,502,50,13400,5057344,5042030001,SI45
HARLEM HOPS,wealthier,10030,American,1/11/19,02B,Y,1,1/11/19,40.81429524,-73.94444426,110,9,22600,1058813,1019390032,MN03
ISLAND BITES,wealthier,10029,Caribbean,1/14/20,09C,N,1,1/14/20,40.79106643,-73.93901771,111,8,17000,1052807,1016800023,MN33
SUSHI FAMILY,less wealthy,11354,Seafood,1/8/20,04M,Y,1,1/8/20,40.76471389,-73.82799533,407,20,86900,4308803,4049610001,QN22
Food Junction,less wealthy,11372,Pizza,5/1/19,04A,Y,1,5/1/19,40.74687064,-73.89118483,403,25,28900,4029839,4012850071,QN28
AVOCADERIA,wealthier,10001,Sandwiches/Salads/Mixed Buffet,10/25/19,04H,Y,1,10/25/19,40.75154431,-74.00508184,104,3,9900,1000000,1006730001,MN13
FAMOUS FAMIGLIA PIZZERIA,wealthier,10036,Pizza,12/20/19,04C,Y,1,12/20/19,40.75815603,-73.98909895,105,3,11900,1024703,1010150001,MN17
HALAL DYNASTY,less wealthy,11432,Chinese,8/13/19,02H,Y,1,8/13/19,40.71215774,-73.78896528,408,24,45800,4210593,4098440101,QN06
PATTIE SHAKE,less wealthy,10468,"Juice, Smoothies, Fruit Salads",10/30/19,10F,N,1,10/30/19,40.8649196,-73.90357627,207,14,26300,2014814,2032190193,BX30
HARLEM ALE HOUSE,wealthier,10027,American,9/11/19,02H,Y,1,9/11/19,40.80926988,-73.94499755,110,9,22400,1057907,1019120029,MN03
TELEGRAPHE CAFE,wealthier,10011,Café/Coffee/Tea,5/14/19,06A,Y,1,5/14/19,40.74009319,-73.99556138,104,3,8700,1014718,1007940030,MN13
PARADISE JUICE GARDEN,less wealthy,10452,"Juice, Smoothies, Fruit Salads",8/21/19,04L,Y,0,8/21/19,40.84214445,-73.92258394,204,16,21100,2092829,2025210015,BX26
GOOD MORNING BROOKLYN,less wealthy,11237,Salads,9/18/19,03G,Y,1,9/18/19,40.70633113,-73.92246455,304,34,44700,3072613,3031890004,BK77
LUCKY STAR CHINESE RESTAURANT,less wealthy,10472,Chinese,6/13/19,10F,N,1,6/13/19,40.83265369,-73.85948572,209,18,7200,2025965,2037940126,BX55
GLORIA JEANS COFFEE,wealthier,10314,Café/Coffee/Tea,10/17/19,04L,Y,1,10/17/19,40.58229742,-74.16905259,502,51,27702,5039658,5024000180,SI24
RETRO FITNESS,less wealthy,11223,"Juice, Smoothies, Fruit Salads",6/24/19,06D,Y,1,6/24/19,40.58799121,-73.97386119,315,47,37402,3195026,3071920045,BK26
ZAUO,wealthier,10011,Japanese,9/12/19,04C,Y,1,9/12/19,40.74417731,-73.99380359,104,3,9100,1087216,1007990069,MN13
A & A NUTRITION,less wealthy,11435,"Juice, Smoothies, Fruit Salads",8/21/18,10F,N,1,8/21/18,40.7086125,-73.81841275,408,24,21400,4206515,4096490044,QN35
YURA,wealthier,10029,Café/Coffee/Tea,10/25/19,04H,Y,1,10/25/19,40.79057421,-73.94834276,111,8,16600,1051901,1016300061,MN33
CASTELL ROOFTOP,wealthier,10018,Tapas,12/26/19,10F,N,1,12/26/19,40.75543053,-73.98953614,105,3,11300,1090450,1007890069,MN17
TEXAS TRUE KITCHEN,less wealthy,10467,American,8/22/19,10F,N,1,8/22/19,40.88313912,-73.8630312,212,12,39000,2058058,2046660049,BX44
TENICHI RAMEN,less wealthy,11201,Japanese,6/11/19,04A,Y,1,6/11/19,40.68773087,-73.98979561,302,33,4300,3001042,3001870024,BK38
ART BIRD & WHISKEY BAR,wealthier,10017,Chicken,6/17/19,10B,N,1,6/17/19,40.75209393,-73.97760435,105,4,9200,1035381,1012800001,MN19
EL JOBO SEAFOOD RESTAURANT,less wealthy,10466,Spanish,9/18/19,04N,Y,1,9/18/19,40.89280237,-73.85555303,212,12,42200,2063715,2048460065,BX44
GREEN KITCHEN,wealthier,10028,American,1/3/20,08A,N,1,1/3/20,40.77665467,-73.95264302,108,5,14601,1048736,1015300021,MN32
CROWN CHICKEN & DELI,less wealthy,11208,Chicken,11/12/19,09B,N,1,11/12/19,40.67540692,-73.8717729,305,42,119600,3095083,3042330017,BK82
COURTYARD LONG ISLAND CITY/MANHATTAN VIEW,less wealthy,11101,American,1/25/19,04H,Y,1,1/25/19,40.74983369,-73.93714635,401,26,3300,4596217,4004187501,QN68
JKJ 41,less wealthy,11355,Chinese,11/14/19,04H,Y,1,11/14/19,40.7621501,-73.81551191,407,20,116700,4533262,4050540026,QN51
THE COFFEE BREAK COMPANY,less wealthy,10465,Café/Coffee/Tea,5/7/19,04A,Y,0,5/7/19,40.83081072,-73.81759013,210,13,16000,2091412,2054730036,BX52
HILTON GARDEN INN,wealthier,10019,American,4/17/19,10F,N,1,4/17/19,40.76112014,-73.98693981,105,3,12500,1024771,1010207501,MN17
LAKOU,less wealthy,11213,Café/Coffee/Tea,5/9/19,10F,N,1,5/9/19,40.67206796,-73.93080672,308,36,34700,3036544,3013730010,BK61
HOLI MOLE,wealthier,10012,Mexican,3/18/19,10F,N,1,3/18/19,40.72343243,-73.99472189,102,1,4300,1077770,1005080001,MN24
EL CARIDAD RESTAURANT,less wealthy,10453,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11/26/19,04N,Y,1,11/26/19,40.85322342,-73.90583447,205,14,24100,2007948,2028290045,BX41
BONBON BAKERY,less wealthy,11365,Bakery,6/21/19,06F,Y,1,6/21/19,40.73306777,-73.80464527,408,24,122701,4149770,4069310001,QN38
KYMA,wealthier,10011,Greek,9/10/19,04N,Y,1,9/10/19,40.73884417,-73.99259882,105,3,5400,1015447,1008200029,MN13
SLICE PIZZA,wealthier,10017,Pizza,4/16/19,10F,N,1,4/16/19,40.75196956,-73.97358005,106,4,9200,1036168,1012980040,MN19
NONNA BEPPA,wealthier,10013,Italian,8/1/19,08A,N,1,8/1/19,40.72551558,-74.00760173,102,3,3700,1009738,1005797501,MN24
LYFEPING,wealthier,10007,"Juice, Smoothies, Fruit Salads",11/13/19,06B,Y,1,11/13/19,40.71506895,-74.00824263,101,1,2100,1001591,1001457501,MN24
PERCY'S PIZZA,wealthier,10012,Pizza,4/11/19,10F,N,1,4/11/19,40.72925419,-74.00140353,102,3,6500,1008302,1005260024,MN23
FAMOUS ROTISSERIE AND GRILL,less wealthy,11373,Chinese,8/21/19,10F,N,1,8/21/19,40.73384018,-73.87157703,404,25,68300,4045999,4018600100,QN29
KOPITIAM,wealthier,10002,Asian,12/13/19,02H,Y,0,12/13/19,40.71398195,-73.99083045,103,1,600,1003569,1002830029,MN28
EDO JAPANESE RESTAURANT,wealthier,10003,Japanese,9/4/19,10F,N,1,9/4/19,40.73761718,-73.99149115,105,2,5200,1016114,1008460010,MN13
RED OAK RESTAURANT,less wealthy,11209,American,1/8/19,10B,N,1,1/8/19,40.62556084,-74.03018829,310,43,6200,3152409,3060170008,BK31
SAAR INDIAN BISTRO,wealthier,10019,Indian,8/29/19,06D,Y,1,8/29/19,40.76240438,-73.9844271,105,3,13100,1024816,1010230006,MN17
BAYA BAR,wealthier,10301,"Juice, Smoothies, Fruit Salads",1/28/19,10F,N,1,1/28/19,40.63083489,-74.10329684,501,49,5900,5006982,5002530005,SI35
LA ADELITA/EL CORAZON DE MEXICO,less wealthy,11101,Mexican,11/8/18,10B,N,1,11/8/18,40.74263102,-73.95358032,402,26,700,4000246,4000420037,QN31
TERRAVITA BAR & KITCHEN,wealthier,10033,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",6/7/19,10I,N,1,6/7/19,40.84810703,-73.93780857,112,10,26500,1064271,1021760070,MN36
TACO HAN,less wealthy,11361,Tex-Mex,8/22/19,06C,Y,1,8/22/19,40.76234039,-73.77037372,411,19,146700,4138218,4062840032,QN46
MORGAN STANLEY CAFE,wealthier,10019,Armenian,7/3/19,10B,N,1,7/3/19,40.76074642,-73.98352505,105,4,12500,1024795,1010210026,MN17
HAYAT CATERERS,less wealthy,11220,Mediterranean,9/19/19,10F,N,1,9/19/19,40.63514559,-74.01708154,310,43,12600,3144204,3058280031,BK31
YOKOMO,less wealthy,10471,Peruvian,5/29/19,04H,Y,0,5/29/19,40.8895331,-73.89898328,208,11,28500,2084021,2057760619,BX29
100% MR LIN,less wealthy,11201,Other,9/19/19,10F,N,1,9/19/19,40.69082623,-73.98345225,302,33,1500,3397861,3001497501,BK38
TOKUYAMA CAFE,wealthier,10009,Café/Coffee/Tea,7/16/19,10F,N,1,7/16/19,40.7239359,-73.98029442,103,2,2602,1004695,1003890047,MN28
FIREFLY,less wealthy,11104,American,10/16/19,02H,Y,1,10/16/19,40.74496962,-73.91905952,402,26,18300,4001899,4001600029,QN31
PIG HEAVEN,wealthier,10028,Chinese,8/22/19,10F,N,1,8/22/19,40.77532501,-73.95654337,108,5,14000,1047524,1015090037,MN40
KONG SIHK TONG,wealthier,10013,Chinese,2/20/19,04L,Y,1,2/20/19,40.71546996,-73.99808092,103,1,2900,1001791,1001630022,MN27
CHINA EXPRESS,less wealthy,11203,Chinese,8/20/19,02G,Y,1,8/20/19,40.64159944,-73.93782522,317,45,83400,3112744,3049750003,BK91
SUSHI SUSHI,wealthier,10031,Asian,4/8/19,06C,Y,1,4/8/19,40.81845168,-73.95257342,109,7,22301,1059765,1019880031,MN06
DOMINO'S PIZZA,wealthier,10034,Pizza,1/15/20,08A,N,1,1/15/20,40.86611896,-73.92562187,112,10,29500,1064947,1022370059,MN01
BURGER KING,less wealthy,11412,Hamburgers,8/9/19,08A,N,1,8/9/19,40.69298088,-73.75750898,412,27,39400,4271595,4126100015,QN08
HERO CERTIFIED BURGERS,wealthier,10075,Hamburgers,10/10/19,10F,N,1,10/10/19,40.77115666,-73.95199348,108,5,13200,1046030,1014730022,MN31
LAMANO,wealthier,10014,Spanish,8/27/19,06D,Y,0,8/27/19,40.73380227,-74.0015227,102,3,7300,1010676,1006100030,MN23
NEW 7 BILLIARD,less wealthy,11354,"Bottled beverages, including water, sodas, juices, etc.",4/16/19,08A,N,1,4/16/19,40.76464025,-73.81085172,407,20,117100,4119237,4052680019,QN51
SANPANINO,less wealthy,11201,Sandwiches/Salads/Mixed Buffet,7/30/19,06C,Y,1,7/30/19,40.69022327,-73.99167031,302,33,900,3002698,3002710017,BK09
MAMI YSABEL,less wealthy,11378,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",1/8/20,04A,Y,0,1/8/20,40.71517081,-73.91309693,405,30,53500,4059183,4026350006,QN30
AMBROSIA ELIXIRS,less wealthy,11206,Café/Coffee/Tea,7/9/19,08A,N,1,7/9/19,40.69942458,-73.92989104,304,34,42500,3328074,3031720048,BK78
PARADISE SWEETS AND BAKERY,less wealthy,11220,Middle Eastern,10/10/19,08A,N,1,10/10/19,40.6346043,-74.02053299,310,43,12600,3144757,3058560008,BK31
MANGO MANGO DESSERT,wealthier,10013,Chinese,11/6/19,10F,N,1,11/6/19,40.71544801,-73.99801959,103,1,2900,1001792,1001630023,MN27
AYURVEDIC PLATE,less wealthy,11226,Indian,1/2/20,06A,Y,1,1/2/20,40.64170376,-73.96331124,314,40,51400,3118752,3051590001,BK42
THE TRIE CAFE,wealthier,10034,American,7/30/19,08A,N,1,7/30/19,40.86412227,-73.93246082,112,10,28700,1064383,1021790701,MN35
PANCHITA'S PLACE,less wealthy,11215,Tex-Mex,10/15/19,06D,Y,1,10/15/19,40.66069238,-73.9940817,307,38,14500,3017619,3008990009,BK32
FRESH TWIST,wealthier,10306,Soups & Sandwiches,2/15/19,02G,Y,1,2/15/19,40.57564887,-74.1195035,502,50,13400,5057251,5041910031,SI45
ZURUTTO RAMEN & GYOZA BAR,wealthier,10023,Japanese,1/13/20,10F,N,1,1/13/20,40.77802689,-73.98028918,107,6,15700,1081478,1011430049,MN14
303 GOLDEN STAR KITCHEN,less wealthy,11213,Chinese,3/5/19,06D,Y,1,3/5/19,40.66753273,-73.93401242,309,35,35100,3037758,3014020009,BK61
VIBES II,less wealthy,11434,American,10/15/19,10F,N,1,10/15/19,40.68453296,-73.77111503,412,27,28200,4268525,4123920043,QN08
SHILLELAGH TAVERN,less wealthy,11103,Irish,7/18/19,04A,Y,1,7/18/19,40.76113708,-73.90914899,401,22,15100,4013384,4007290046,QN70
GRILL MASTER,less wealthy,11354,Chinese,11/4/19,02H,Y,1,11/4/19,40.75909891,-73.83413912,407,20,87100,4596186,4049737501,QN22
MCDONALD'S,less wealthy,11229,Hamburgers,7/16/19,06C,Y,1,7/16/19,40.59757769,-73.94135205,315,48,59402,3201578,3073860117,BK17
MCDONALD'S,less wealthy,11204,Other,7/23/19,10F,N,1,7/23/19,40.61281396,-73.98253161,311,47,25600,3328574,3055640049,BK28
99 CENT TASTY & FRESH PIZZA,wealthier,10013,Pizza,10/28/19,04A,Y,1,10/28/19,40.72142603,-74.00474042,102,1,4700,1002936,1002270002,MN24
MOTT HAVEN BAGEL & BARISTA CAFE,less wealthy,10451,Delicatessen,11/25/19,02G,Y,1,11/25/19,40.81198905,-73.92847149,201,8,5100,2128972,2023400056,BX39
BLUE STRIPES,wealthier,10003,Café/Coffee/Tea,7/30/19,04N,Y,1,7/30/19,40.73478743,-73.99290959,102,2,6100,1009383,1005700019,MN23
FRESH & CO,wealthier,10011,Sandwiches/Salads/Mixed Buffet,1/16/20,04C,Y,1,1/16/20,40.7465075,-74.00802278,104,3,9900,1012256,1006620011,MN13
LLAMITA,wealthier,10014,Peruvian,7/8/19,10B,N,1,7/8/19,40.72966033,-74.00458225,102,3,6700,1066793,1005287501,MN23
FAMILY PIZZA,less wealthy,11225,Pizza,1/15/20,02B,Y,1,1/15/20,40.65579158,-73.95991204,309,40,79802,3114646,3050260264,BK60
MEAL MART,less wealthy,11367,Jewish/Kosher,2/12/19,09A,N,1,2/12/19,40.7263461,-73.82166908,408,24,77902,4143394,4066210002,QN37
CAVIAR RUSSE,wealthier,10022,French,7/19/19,10F,N,1,7/19/19,40.7606183,-73.97358743,105,4,10200,1035746,1012900017,MN17
CROWN FRIED CHICKEN,less wealthy,11207,Chicken,6/11/19,04A,Y,1,6/11/19,40.6622475,-73.89217405,305,42,112800,3085587,3038410001,BK85
EJEN,less wealthy,11232,Korean,1/15/20,10F,N,1,1/15/20,40.65594384,-74.00715768,307,38,200,3398687,3006950020,BK32
HARTBREAKERS,less wealthy,11237,Vegetarian,11/13/19,02H,Y,1,11/13/19,40.70187109,-73.92277631,304,37,42900,3073588,3032360008,BK77
THE BREAKERS,less wealthy,11211,Mexican,4/4/19,06C,Y,1,4/4/19,40.71760533,-73.94962605,301,34,51500,3068152,3027370011,BK73
STARBUCKS,less wealthy,11222,Café/Coffee/Tea,8/7/19,08A,N,1,8/7/19,40.72351562,-73.95151202,301,33,56900,3426092,3026790001,BK76
REEL DEEL JAMAICAN CUISINE,less wealthy,11203,Caribbean,12/6/19,10F,N,1,12/6/19,40.65258258,-73.93048464,317,41,86800,3102082,3046750026,BK96
THE KUSTORY,wealthier,10016,Pakistani,11/7/19,06D,Y,0,11/7/19,40.74288059,-73.98229167,105,2,7200,1018209,1008840020,MN20
KATHY'S DUMPLING,less wealthy,11209,Chinese,7/19/19,06D,Y,1,7/19/19,40.62832513,-74.02907995,310,43,6400,3150830,3059780050,BK31
ZUCKER'S BAGELS FLATIRON,wealthier,10010,Bagels/Pretzels,12/12/19,10E,N,1,12/12/19,40.7406388,-73.98747432,105,2,5600,1016289,1008510049,MN13
TACO DUMBO,wealthier,10012,Spanish,9/5/19,10B,N,1,9/5/19,40.72215345,-73.9968,102,1,4100,1007198,1004810018,MN24
HUA CHENG RESTAURANT,less wealthy,11355,Chinese,11/25/19,10F,N,1,11/25/19,40.75819105,-73.82897962,407,20,85300,4309526,4050447501,QN22
DE MOLE,less wealthy,11211,Mexican,4/18/19,09C,N,1,4/18/19,40.71385924,-73.95770905,301,34,51900,3062676,3023830003,BK73
La Nueva Delicia Peruana,less wealthy,11368,Spanish,10/30/19,09C,N,1,10/30/19,40.74771861,-73.86057865,404,21,40300,4048939,4019870073,QN26
URBAN BACKYARD,wealthier,10012,Café/Coffee/Tea,12/27/19,06D,Y,1,12/27/19,40.72069048,-73.99674957,102,1,4100,1077175,1004800002,MN24
PAPILLES,wealthier,10009,French,1/12/19,06A,Y,1,1/12/19,40.7263519,-73.98424434,103,2,3200,1005845,1004350039,MN22
PICK-A-BAGEL,wealthier,10010,American,8/21/19,08B,N,1,8/21/19,40.73860705,-73.98265728,106,2,6400,1019663,1009030053,MN21
SUBWAY,wealthier,10003,Sandwiches,1/17/20,08A,N,1,1/17/20,40.73414486,-73.98920753,105,2,5000,1083247,1008707501,MN21
RACO CALIENDO PIZZA,less wealthy,11216,Pizza,8/26/19,02B,Y,1,8/26/19,40.67988504,-73.94051505,303,36,27100,3053843,3018640010,BK61
SHANGHAI 21,wealthier,10013,Chinese,4/29/19,02B,Y,1,4/29/19,40.71436383,-73.99878436,103,1,2900,1001821,1001640045,MN27
NAMASTE,less wealthy,11004,Indian,11/21/19,09C,N,1,11/21/19,40.73699001,-73.70992548,413,23,157902,4541338,4087700002,QN44
BAMBOO YA,less wealthy,11375,Japanese,7/15/19,04C,Y,1,7/15/19,40.72151549,-73.84852285,406,29,71100,4077467,4032340114,QN17
JUICE PRESS,wealthier,10012,"Juice, Smoothies, Fruit Salads",5/22/19,10F,N,1,5/22/19,40.7259193,-74.00122667,102,1,4900,1007732,1005020020,MN24
