DBA,borough,ZIPCODE,CUISINE DESCRIPTION,INSPECTION DATE,VIOLATION CODE,CRITICAL FLAG,score,GRADE DATE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
LAN TING HOT POT BBQ,less wealthy,11220,Chinese,10/10/19,04N,Y,1,10/10/19,40.63716651,-74.0107551,307,38,10400,3016179,3008580001,BK34
BEACH CAFE,less wealthy,11235,Delicatessen,5/22/19,08A,N,1,5/22/19,40.57848969,-73.9348999,315,48,61600,3326937,3087600060,BK17
ANEMOS,less wealthy,11101,Greek,12/20/18,10B,N,1,12/20/18,40.75620723,-73.91985434,401,26,15900,4011085,4006770074,QN70
DUNKIN',wealthier,10011,Café/Coffee/Tea,7/16/19,10B,N,1,7/16/19,40.73619556,-73.99410383,102,3,6300,1009717,1005770039,MN23
LOMBARDO'S OF BAY RIDGE CORP,less wealthy,11209,Italian,2/9/19,06C,Y,1,2/9/19,40.63438601,-74.0274577,310,43,6800,3146343,3058860046,BK31
JOE COFFEE COMPANY,wealthier,10023,Café/Coffee/Tea,4/18/19,06D,Y,1,4/18/19,40.77901792,-73.98131073,107,6,15700,1029960,1011440061,MN14
EAST FAR CHINESE FOOD,less wealthy,11224,Chinese,5/16/19,09C,N,1,5/16/19,40.57588935,-73.99133545,313,47,32600,3348216,3070550107,BK21
21 GREENPOINT,less wealthy,11222,American,8/31/19,08A,N,1,8/31/19,40.72963977,-73.96011279,301,33,56500,3064663,3025560049,BK76
IMPERIAL CAFE,less wealthy,10461,Café/Coffee/Tea,4/18/19,09C,N,1,4/18/19,40.85599567,-73.85564051,211,13,24800,2049701,2043320015,BX49
LILY BLOOM,less wealthy,11209,Bakery,9/21/19,10I,N,1,9/21/19,40.62132933,-74.02636084,310,43,16000,3153553,3060450041,BK31
GREEK XPRESS,less wealthy,11201,Greek,7/23/19,02B,Y,1,7/23/19,40.69171592,-73.98630798,302,33,1100,3000376,3001510001,BK38
GROUP M,wealthier,10007,American,9/6/19,10F,N,1,9/6/19,40.71096789,-74.01235777,101,1,1300,1088797,1000580001,MN25
TOUS LES JOURS,less wealthy,11220,Bakery,8/2/19,04N,Y,1,8/2/19,40.63538525,-74.00964871,312,38,11800,3141153,3057140009,BK34
CHARACTERS KTV,less wealthy,11204,Chinese/Japanese,7/6/19,06D,Y,1,7/6/19,40.61863856,-73.9836323,311,47,24600,3132594,3055280003,BK88
WEST PLACE,wealthier,10027,Chinese,7/31/19,02G,Y,0,7/31/19,40.81156983,-73.95759253,109,7,21100,1084108,1019780001,MN09
99C PIZZA,wealthier,10002,Pizza,5/24/19,04A,Y,1,5/24/19,40.71399842,-73.99084848,103,1,600,1003593,1002830066,MN28
TEN SECONDS,less wealthy,11354,Chinese,8/19/19,10B,N,1,8/19/19,40.75886248,-73.83012576,407,20,87100,4114137,4050360047,QN22
TARTINERY,wealthier,10016,American,12/18/19,10H,N,1,12/18/19,40.75049672,-73.97886451,106,4,8200,1017595,1008690034,MN20
NY BAGEL CAFE & DELI,less wealthy,11223,American,1/28/19,06C,Y,1,1/28/19,40.60434118,-73.9708477,315,44,42200,3177253,3066590057,BK25
NEEROB RESTAURANT,less wealthy,10462,Bangladeshi,10/10/19,10A,N,1,10/10/19,40.83601072,-73.85523954,209,18,22200,2092927,2039330109,BX46
CROWN FRIED CHICKEN,less wealthy,11423,Chicken,8/26/19,08A,N,1,8/26/19,40.71090373,-73.77056964,412,23,48000,4222077,4104430020,QN61
ESS & BENTCH,less wealthy,11213,Jewish/Kosher,12/10/19,04L,Y,0,12/10/19,40.66856373,-73.94226267,309,35,33700,3033057,3012720001,BK61
TASTALU PANINI,wealthier,10011,Italian,6/19/19,10F,N,1,6/19/19,40.74186904,-74.00471301,104,3,8300,1012541,1007130001,MN13
ABRACADABRA MAGIC DELI,less wealthy,11237,Turkish,11/13/19,06F,Y,1,11/13/19,40.70374033,-73.92705164,304,34,42700,3072101,3031650033,BK77
SANTA SALSA,less wealthy,11237,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",6/10/19,04L,Y,1,6/10/19,40.70551336,-73.92271437,304,34,44700,3072768,3031990026,BK77
ATOMIX,wealthier,10016,Korean,3/29/19,02G,Y,1,3/29/19,40.74436283,-73.98274238,105,2,7200,1018291,1008850086,MN20
FUEL GRILL,wealthier,10018,American,1/6/20,10F,N,1,1/6/20,40.75257567,-73.986595,105,4,10900,1080610,1008130023,MN17
LEAF,less wealthy,11206,Other,9/25/19,02B,Y,1,9/25/19,40.69705586,-73.93457812,304,34,38900,3072171,3031700007,BK78
MORANDI,wealthier,10014,Italian,10/8/19,10I,N,1,10/8/19,40.73537227,-74.0016346,102,3,7100,1010899,1006127504,MN23
HOMECOMING,less wealthy,11249,Café/Coffee/Tea,12/4/19,04L,Y,1,12/4/19,40.71937915,-73.9582178,301,33,55700,3061757,3023100028,BK73
ISABELA'S MEXICAN RESTAURANT,less wealthy,11220,Mexican,12/6/19,10B,N,1,12/6/19,40.64968834,-74.00923275,307,38,8000,3011142,3007370042,BK32
ROCKAWAY GRILL & MEAT SHOP,less wealthy,11436,Indian,8/8/19,02G,Y,0,8/8/19,40.67414993,-73.79919822,412,28,79000,4261769,4120560023,QN76
O2 K-BBQ,less wealthy,11361,Korean,1/15/20,02G,Y,1,1/15/20,40.75882342,-73.76854496,411,19,147100,4157339,4073310010,QN46
GOLDEN PALACE SEAFOOD RESTAURANT,less wealthy,11214,Chinese,1/7/20,02G,Y,1,1/7/20,40.6097629,-74.00678175,311,43,18000,3165718,3063420079,BK27
BROOKLYN PIZZA MASTERS,wealthier,10022,Pizza,12/12/19,04L,Y,1,12/12/19,40.75868844,-73.96265457,106,5,10800,1040014,1013507501,MN19
GOGI GRILL,wealthier,10011,Korean,4/2/19,09A,N,1,4/2/19,40.73947835,-73.9953016,104,3,8100,1014658,1007930035,MN13
ME-DO DESSERTS,less wealthy,11214,"Ice Cream, Gelato, Yogurt, Ices",9/11/19,08A,N,1,9/11/19,40.60386453,-73.99779964,311,47,28800,3166935,3063760038,BK28
BEYOND SUSHI,wealthier,10012,Vegetarian,5/6/19,04J,Y,1,5/6/19,40.72220558,-73.99617587,102,1,4300,1007534,1004950041,MN24
AUTENTICO TACOS AL SUADERO,less wealthy,11372,Mexican,11/22/19,04N,Y,0,11/22/19,40.74815127,-73.87903818,403,21,27900,4036272,4014750027,QN28
KAHLO,wealthier,10001,Mexican,1/15/19,02B,Y,1,1/15/19,40.75192866,-74.00256981,104,3,9900,1012443,1007010023,MN13
CLOUD 9 CREPES,less wealthy,11221,Other,6/11/19,06D,Y,1,6/11/19,40.68205201,-73.93787028,303,36,27300,3053422,3018530045,BK35
YIFANG TAIWAN FRUIT TEA,less wealthy,11354,Café/Coffee/Tea,9/30/19,02B,Y,1,9/30/19,40.75886248,-73.83012937,407,20,87100,4114130,4050360050,QN22
KX BURGER BAR,less wealthy,11105,American,8/15/19,04L,Y,1,8/15/19,40.77671271,-73.91155039,401,22,11500,4017609,4008440033,QN72
SUNSET DINER,less wealthy,11222,American,11/25/19,08A,N,0,11/25/19,40.72151038,-73.9422022,301,33,59100,3068023,3027290010,BK76
BUNNY,less wealthy,11216,Mediterranean,11/16/18,10B,N,1,11/16/18,40.68210183,-73.94991257,303,36,24900,3052729,3018380090,BK75
PETEE'S CAFE,less wealthy,11205,Sandwiches/Salads/Mixed Buffet,1/28/19,10F,N,1,1/28/19,40.69355304,-73.96468537,302,35,19100,3054566,3018920076,BK69
ELIM BISTRO,wealthier,10007,Delicatessen,1/15/20,02B,Y,1,1/15/20,40.71282098,-74.00829646,101,1,2100,1001399,1001240004,MN24
ZYARA RESTAURANT,less wealthy,11103,Mediterranean,4/25/19,10F,N,1,4/25/19,40.76753734,-73.91201028,401,22,14300,4011427,4006840124,QN70
LHASA FRESH FOOD,less wealthy,11372,Asian,10/9/19,08A,N,1,10/9/19,40.74773016,-73.89161651,403,25,28900,4029807,4012840061,QN28
C&C ITALIAN DELI II,less wealthy,11385,Delicatessen,2/28/19,10E,N,1,2/28/19,40.70299309,-73.86796514,405,30,63500,4093554,4038310002,QN19
KINGSBREW,less wealthy,11235,Café/Coffee/Tea,9/16/19,06D,Y,1,9/16/19,40.57848969,-73.9348999,315,48,61600,3326937,3087600060,BK17
CROWNE PLAZA JFK,less wealthy,11436,American,10/9/19,06A,Y,1,10/9/19,40.6677802,-73.79971852,412,28,79200,4262608,4120930020,QN76
AUNTIE ANNE'S / CINNABON,less wealthy,10455,Hotdogs/Pretzels,6/27/19,10B,N,1,6/27/19,40.81625513,-73.9173106,201,17,6500,2000865,2023280039,BX34
SEAMORE'S,wealthier,10036,Seafood,9/13/19,06D,Y,1,9/13/19,40.76245206,-73.99712295,104,3,12900,1083785,1010737501,MN15
BUSHWICK PITA & TACO PALACE,less wealthy,11206,Middle Eastern,12/2/19,10F,N,1,12/2/19,40.70753827,-73.93980858,301,34,49300,3071255,3030640004,BK78
MILLIE'S OF STATEN ISLAND,wealthier,10309,Italian,7/23/19,08A,N,1,7/23/19,40.5295211,-74.23140975,503,51,22600,5164795,5074520100,SI11
ROCKAWAY PLAZA,less wealthy,11434,American,5/31/19,02A,Y,1,5/31/19,40.66347293,-73.77704126,413,31,30600,4430506,4132790001,QN03
KODAWARI,wealthier,10002,Café/Coffee/Tea,3/8/19,10F,N,1,3/8/19,40.71837647,-73.99284641,103,1,1800,1005561,1004180032,MN27
HAPISGAH,less wealthy,11367,Jewish/Kosher,5/22/19,06B,Y,1,5/22/19,40.71829047,-73.8149159,408,24,77904,4144772,4066910037,QN37
PEPPER LUNCH,wealthier,10019,Steak,1/14/20,06C,Y,1,1/14/20,40.76429807,-73.98309459,105,3,13700,1024845,1010260009,MN17
JANE'S EATERY,less wealthy,11361,Korean,10/31/19,06D,Y,1,10/31/19,40.76053631,-73.76726474,411,19,147100,4138468,4063080029,QN46
BOIL BOIL ROOM,wealthier,10019,Asian,2/13/19,10B,N,1,2/13/19,40.76681223,-73.98280875,104,3,13900,1026054,1010480033,MN15
PELICANA CHICKEN,less wealthy,11222,Korean,11/7/19,10A,N,1,11/7/19,40.73141079,-73.95447217,301,33,56500,3064576,3025500041,BK76
POKE CITY,less wealthy,11201,Japanese,11/20/19,10F,N,1,11/20/19,40.69147759,-73.99107877,302,33,900,3002651,3002690030,BK09
PROSPECT PARK WILDLIFE CENTER,less wealthy,11225,"Ice Cream, Gelato, Yogurt, Ices",5/4/19,10F,N,1,5/4/19,40.66572088,-73.96424238,355,39,17700,3339261,3011170001,BK99
CENTENARIO BAR & RESTAURANT,less wealthy,10457,Mexican,6/26/19,04L,Y,1,6/26/19,40.83971336,-73.90526096,203,16,16900,2009395,2028960095,BX01
QUEENS WILDLIFE CENTER (Kiosk),less wealthy,11355,"Ice Cream, Gelato, Yogurt, Ices",8/7/19,10F,N,1,8/7/19,40.7437904,-73.84937061,481,21,38302,4540095,4020180001,QN99
COFFEE & GREEN,less wealthy,11106,American,11/18/19,10B,N,1,11/18/19,40.75978865,-73.93662073,401,26,3300,4004269,4003480019,QN68
CAFE LUX,less wealthy,11220,Café/Coffee/Tea,11/14/19,06D,Y,1,11/14/19,40.63370802,-74.01142468,310,38,11800,3143889,3057940100,BK34
STARBUCKS,wealthier,10013,Café/Coffee/Tea,5/10/19,10F,N,1,5/10/19,40.71976829,-73.99929653,102,1,4500,1003055,1002340011,MN24
BRONX GOODFELLAS,less wealthy,10467,Pizza,9/10/19,06D,Y,0,9/10/19,40.86359623,-73.8649986,211,15,33000,2051379,2044350010,BX07
JESUS TACO,wealthier,10031,Tex-Mex,11/1/19,06D,Y,1,11/1/19,40.82540763,-73.94800848,109,7,22900,1061939,1020770029,MN04
Dive 106,wealthier,10025,American,9/10/19,06D,Y,1,9/10/19,40.8005798,-73.96561443,107,7,19500,1056638,1018780030,MN09
HAPPY YOGURT GARDEN,less wealthy,11228,"Ice Cream, Gelato, Yogurt, Ices",11/19/19,10F,N,1,11/19/19,40.6224878,-74.00516203,310,43,19600,3157618,3061770038,BK30
QDOBA Mexican Eats,less wealthy,11237,Mexican,9/18/19,10B,N,1,9/18/19,40.69878296,-73.91843781,304,37,43100,3075414,3032980025,BK77
YO YO FRITAILLE,less wealthy,11210,Caribbean,8/29/19,04K,Y,1,8/29/19,40.63413138,-73.950064,314,45,77000,3121606,3052490001,BK42
CANAVE,wealthier,10040,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2/21/19,10I,N,1,2/21/19,40.86449078,-73.92909088,112,10,28700,1064222,1021750027,MN35
ELIS WINE BAR,wealthier,10025,French,11/6/19,04H,Y,0,11/6/19,40.80278334,-73.96400954,107,7,19500,1056714,1018810035,MN09
WESTSIDE WOK-KONATA SUSHI BAR,wealthier,10025,Asian,11/12/19,02G,Y,0,11/12/19,40.79244872,-73.97151982,107,6,17700,1032534,1012240001,MN12
CAFE 11-11,less wealthy,11211,Café/Coffee/Tea,5/1/19,10E,N,1,5/1/19,40.70766357,-73.95578332,301,33,52900,3059759,3021520015,BK72
LA SELVA BAR & RESTAURANT,less wealthy,11416,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2/20/19,06C,Y,1,2/20/19,40.68450118,-73.86070772,409,32,3400,4187035,4090050006,QN53
LOOSE LEAF,less wealthy,11105,Other,8/24/18,10F,N,1,8/24/18,40.77542758,-73.91440445,401,22,11500,4017545,4008430038,QN72
YOGURT LA CREPE,less wealthy,11105,Jewish/Kosher,10/9/19,04N,Y,1,10/9/19,40.77671271,-73.91155039,401,22,11500,4017608,4008440032,QN72
CORONA GREAT CHINA,less wealthy,11220,Chinese,5/28/19,10F,N,1,5/28/19,40.6426888,-74.01280991,307,38,10000,3014642,3008240002,BK34
BIG NICK'S PIZZA / GYROSHOP,wealthier,10023,Pizza/Italian,1/6/20,10B,N,1,1/6/20,40.77640718,-73.9785674,107,6,15700,1028585,1011230061,MN14
ROLLING COW,less wealthy,11234,"Ice Cream, Gelato, Yogurt, Ices",12/24/19,05D,Y,1,12/24/19,40.60992885,-73.92228162,318,46,69800,3326830,3084700055,BK45
THE BUTCHER'S DAUGHTER,less wealthy,11211,Vegetarian,10/28/19,02B,Y,1,10/28/19,40.71470486,-73.95834339,301,34,51900,3062373,3023537501,BK73
LUCKY PICKLE DUMPLING CO,wealthier,10024,Asian,1/29/19,06D,Y,1,1/29/19,40.78674883,-73.97567873,107,6,16900,1032134,1012150061,MN12
ELDER GREENE,less wealthy,11222,American,6/18/19,04H,Y,1,6/18/19,40.73069015,-73.95771637,301,33,56500,3064538,3025500001,BK76
FULTON HALL,less wealthy,11217,American,7/23/19,04N,Y,1,7/23/19,40.68771555,-73.9783364,302,35,3300,3424470,3021077501,BK68
COFFEE MONSTER,less wealthy,11355,Café/Coffee/Tea,7/16/19,02G,Y,1,7/16/19,40.76240112,-73.81457987,407,20,116700,4114893,4050560022,QN51
KAHVE,wealthier,10019,Café/Coffee/Tea,6/12/19,06D,Y,1,6/12/19,40.76492997,-73.98787405,104,3,13300,1025233,1010430002,MN15
SINGH'S DELI & PIZZA,less wealthy,11235,American,4/16/19,04L,Y,1,4/16/19,40.58624079,-73.96625806,313,47,37401,3196063,3072380048,BK26
RICH AROMA,wealthier,10027,Chinese,1/16/19,06E,Y,1,1/16/19,40.8128839,-73.95582513,109,7,20901,1059531,1019660039,MN09
KENNEDY FRIED CHICKEN,less wealthy,11432,Chicken,10/31/19,04L,Y,1,10/31/19,40.70737825,-73.79608961,412,27,46000,4209605,4097950065,QN61
90 DEGREE COFFEE SHOP,less wealthy,11220,Chinese,10/1/19,04L,Y,1,10/1/19,40.64103349,-74.01453195,307,38,10200,3015718,3008480004,BK34
ARASHI SUSHI,less wealthy,11212,Japanese,8/27/19,04M,Y,1,8/27/19,40.655792,-73.915319,317,42,89000,3102676,3046930008,BK96
CATRINAS MEXICAN GRILL,less wealthy,11209,Mexican,4/10/19,04L,Y,1,4/10/19,40.63265134,-74.02731287,310,43,6600,3147822,3059170044,BK31
NINGBO CAFE,wealthier,10280,Chinese,12/30/19,04N,Y,0,12/30/19,40.70810715,-74.01763052,101,1,31704,1075698,1000167509,MN25
MAISON KAYSER,wealthier,10019,French,5/30/19,10F,N,1,5/30/19,40.76194849,-73.9826223,105,4,13100,1023157,1010040020,MN17
BOOKERY,less wealthy,11232,Café/Coffee/Tea,8/22/19,04M,Y,1,8/22/19,40.65347372,-74.00306334,307,38,8400,3010357,3006970034,BK32
ANGELO'S PIZZA,less wealthy,11378,Pizza,4/26/19,02B,Y,1,4/26/19,40.72318502,-73.9124118,405,30,53100,4059768,4026700038,QN30
PIE CORPS,less wealthy,11222,Bakery,11/13/19,10F,N,1,11/13/19,40.72328065,-73.94200584,301,33,59100,3067748,3027050016,BK76
CARVEL # 102224,less wealthy,11378,"Ice Cream, Gelato, Yogurt, Ices",6/13/19,10F,N,1,6/13/19,40.72635946,-73.89461348,405,30,49302,4058538,4025000057,QN30
REMEDY LOUNGE & CAFE,less wealthy,11426,Mediterranean,6/8/19,04A,Y,1,6/8/19,40.74365059,-73.71833747,413,23,157101,4173966,4085070040,QN43
PARIS BAGUETTE,less wealthy,11105,Bakery,11/21/19,10F,N,1,11/21/19,40.77577643,-73.91113642,401,22,11500,4017615,4008440045,QN72
TOAST,less wealthy,11225,Café/Coffee/Tea,7/10/19,08A,N,1,7/10/19,40.66000391,-73.95056718,309,40,80000,3115255,3050360039,BK60
COLD STONE CREAMERY,less wealthy,11414,"Ice Cream, Gelato, Yogurt, Ices",2/13/19,10F,N,1,2/13/19,40.6620968,-73.84060966,410,32,89200,4292708,4139720085,QN57
TONY'S PIZZA,less wealthy,11211,Italian,8/8/19,10F,N,1,8/8/19,40.71506953,-73.944484,301,34,49700,3068736,3027590023,BK90
TIPSY SHANGHAI RESTAURANT,wealthier,10012,Chinese,8/7/19,09B,N,1,8/7/19,40.72930086,-73.99891398,102,1,6500,1008635,1005370011,MN23
TATSU RAMEN,wealthier,10003,Japanese,11/15/19,10B,N,1,11/15/19,40.7289759,-73.98429062,103,2,4000,1006454,1004520035,MN22
Emma's Torch,less wealthy,11231,American,4/20/19,10F,N,1,4/20/19,40.68013367,-73.99492002,306,39,7700,3336266,3004500010,BK33
THE TAILOR PUBLIC HOUSE,wealthier,10018,American,12/3/19,09B,N,1,12/3/19,40.75304009,-73.99284989,104,3,11100,1013575,1007590037,MN13
BAO TEA HOUSE,wealthier,10012,Café/Coffee/Tea,8/27/19,10B,N,1,8/27/19,40.73137316,-74.00031391,102,1,6500,1008755,1005430047,MN23
Tamashii Ramen,less wealthy,11375,Japanese,10/9/19,10F,N,1,10/9/19,40.71967798,-73.84350175,406,29,73700,4077919,4032550022,QN17
RANO'S CHICKEN BURGERS,wealthier,10029,Chicken,4/25/19,10F,N,1,4/25/19,40.78914584,-73.94042427,111,8,17000,1052762,1016770026,MN33
HUABEI DUMPLING RAMEN,less wealthy,11355,Asian,1/2/20,06D,Y,0,1/2/20,40.75784977,-73.83020055,407,20,84900,4536692,4050410027,QN22
BLUE TEQUILA RESTAURANT & BAR,less wealthy,11418,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",7/11/19,04A,Y,1,7/11/19,40.6974846,-73.83625844,409,32,13000,4192679,4092260031,QN54
Mr. Chen Restaurant,less wealthy,11236,Chinese,7/24/19,02H,Y,1,7/24/19,40.64545304,-73.92001312,317,45,93400,3221654,3079080001,BK96
RIKO,less wealthy,11372,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12/3/19,06D,Y,0,12/3/19,40.7472513,-73.88743803,404,25,26700,4036807,4014897501,QN29
La Nacional,wealthier,10011,Spanish,7/11/19,06C,Y,1,7/11/19,40.7390585,-74.00087328,104,3,8100,1013718,1007640018,MN13
NEWSFEED CAFE,less wealthy,11226,American,8/16/19,10F,N,1,8/16/19,40.64942228,-73.94941466,317,40,82400,3109266,3048840046,BK95
SQUARE MEALS,less wealthy,11237,Sandwiches,5/10/19,10I,N,1,5/10/19,40.70551336,-73.92271437,304,34,44700,3072768,3031990026,BK77
FINE TIME,less wealthy,11206,American,6/14/19,10F,N,1,6/14/19,40.70081075,-73.92998695,304,34,42500,3072048,3031630034,BK78
JOE & THE JUICE,wealthier,10028,"Juice, Smoothies, Fruit Salads",8/7/19,05D,Y,1,8/7/19,40.77577306,-73.95831226,108,4,14000,1047509,1015090016,MN40
OLDE BROOKLYN BAGEL SHOPPE,less wealthy,11238,Delicatessen,11/4/19,09C,N,1,11/4/19,40.67778825,-73.96880014,308,35,20500,3255804,3011527502,BK64
AGRA GRILL,less wealthy,10467,Indian,10/10/19,06A,Y,1,10/10/19,40.88457369,-73.86226154,212,12,39400,2057625,2046550051,BX44
SERENDIPITY 3,wealthier,10022,American,5/2/19,10F,N,1,5/2/19,40.76187597,-73.96540346,108,4,11000,1043540,1014150112,MN31
FRANK & TERESSA'S ANCHOR BAR THE ORIGINAL BUFFALO WING,wealthier,10019,American,8/30/19,08C,N,1,8/30/19,40.76711979,-73.98382311,104,3,13900,1080920,1010480017,MN15
ULTRA SPICY HOUSE,less wealthy,11355,Chinese,1/2/20,09B,N,1,1/2/20,40.75364137,-73.82249807,407,20,85900,4117221,4051920034,QN22
NEW JIN SHING CHINESE RESTAURANT,less wealthy,11207,Chinese,12/16/19,04K,Y,1,12/16/19,40.6822031,-73.90924973,316,37,36900,3041194,3015170029,BK79
HOTEL TORTUGA,wealthier,10003,Mexican,10/9/19,04A,Y,1,10/9/19,40.73282704,-73.98611548,103,2,4000,1006906,1004690030,MN22
MARINELL BAKERY,less wealthy,10456,Bakery,3/7/19,02G,Y,1,3/7/19,40.83336643,-73.91435492,204,16,18101,2002601,2024490060,BX14
JERK CHICKEN AND GRILL,less wealthy,11203,Caribbean,1/12/19,10H,N,1,1/12/19,40.65133142,-73.94670674,317,40,81800,3108643,3048700041,BK95
POPEYES,wealthier,10035,Chicken,5/28/19,10F,N,1,5/28/19,40.80463597,-73.9380769,111,8,19600,1054468,1017730061,MN34
CHAMPION PIZZA,wealthier,10011,Pizza,6/26/19,08A,N,1,6/26/19,40.73619556,-73.99410383,102,3,6300,1009717,1005770039,MN23
NEW SHANGHAI DELUXE,wealthier,10013,Chinese,9/10/19,02G,Y,0,9/10/19,40.71552761,-73.99853904,103,1,2900,1001789,1001630018,MN27
OKAWA,less wealthy,11372,Japanese,11/19/19,08A,N,1,11/19/19,40.74927553,-73.88880968,403,25,28700,4029588,4012770036,QN28
MANHATTA,wealthier,10005,American,11/26/19,06C,Y,1,11/26/19,40.70810817,-74.00876837,101,1,700,1001021,1000440001,MN25
PLANT MILK DELI STORE,less wealthy,11378,American,10/10/19,10F,N,1,10/10/19,40.72320429,-73.91248753,405,30,53100,4059765,4026700030,QN30
CASA CLEMA RESTAURANT & BAR,less wealthy,10453,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",8/13/19,02H,Y,1,8/13/19,40.8497815,-73.91644825,205,14,21501,2009021,2028780213,BX36
RONG RONG CAFE,less wealthy,11101,Delicatessen,3/15/19,10F,N,1,3/15/19,40.7347072,-73.93696943,402,26,19900,4003713,4003110023,QN31
SHINAGAWA,wealthier,10016,Japanese,2/20/19,10B,N,1,2/20/19,40.7455014,-73.97965284,106,2,7200,1018499,1008890031,MN20
TENG DRAGON,wealthier,10035,Chinese,6/18/19,10F,N,1,6/18/19,40.7961559,-73.93528215,111,8,17800,1053071,1017100002,MN34
NY GO GO FAST FOOD,less wealthy,11354,Chinese,9/26/19,08A,N,0,9/26/19,40.75923165,-73.83105612,407,20,87100,4114119,4050360036,QN22
DELI GUATELINDA,less wealthy,11219,Mexican,10/30/19,10F,N,1,10/30/19,40.62449435,-73.99949207,310,38,19400,3142299,3057540045,BK30
GOOD THANKS CAFE,wealthier,10002,Australian,3/21/19,10I,N,1,3/21/19,40.71980073,-73.98937942,103,1,1800,1005504,1004150071,MN27
3rd & 7,less wealthy,11234,American,6/24/19,04H,Y,1,6/24/19,40.61477672,-73.93656804,318,46,65600,3213060,3077190051,BK45
KELLYS PUB,less wealthy,11355,American,5/29/19,10F,N,1,5/29/19,40.7586688,-73.82908307,407,20,85300,4113580,4050190111,QN22
STARBUCKS COFFEE,less wealthy,11373,Café/Coffee/Tea,7/15/19,10F,N,1,7/15/19,40.73026647,-73.88721427,405,30,49900,4058131,4024920079,QN29
QUALITY FOOD CHINESE RESTAURANT,less wealthy,10465,Chinese,1/22/19,02H,Y,1,1/22/19,40.82954893,-73.82515669,210,13,16200,2076704,2054270098,BX52
THE KATI ROLL COMPANY,wealthier,10038,Indian,6/11/19,10F,N,1,6/11/19,40.70918685,-74.00904625,101,1,1502,1001080,1000640002,MN25
EL ENCANTO DE LOLA 2,wealthier,10026,Mexican,2/9/19,10F,N,1,2/9/19,40.80376276,-73.94841917,110,9,22000,1057494,1019037501,MN11
HUNGRY GHOST COFFEE,less wealthy,11217,Café/Coffee/Tea,9/20/19,10F,N,1,9/20/19,40.68808346,-73.97890961,302,35,3300,3424470,3021077501,BK68
HOTEL RIU PLAZA NEW YORK TIMES SQUARE,wealthier,10036,American,9/19/19,02G,Y,1,9/19/19,40.76000593,-73.98842724,104,3,12700,1089717,1010370034,MN15
COCOA GRINDER,less wealthy,11230,Café/Coffee/Tea,12/12/19,06D,Y,1,12/12/19,40.61812729,-73.95883613,314,48,53800,3180974,3067450008,BK43
HATFIELDS,less wealthy,11361,American,2/25/19,10B,N,1,2/25/19,40.76414272,-73.77125192,411,19,112300,4138270,4062880008,QN46
BODAI KOSHER VEGETARIAN RESTAURANT,less wealthy,11219,Jewish/Kosher,4/2/19,06F,Y,1,4/2/19,40.63830336,-73.99944152,312,44,11400,3137930,3056460004,BK88
DELI PLUS,wealthier,10036,Delicatessen,7/2/19,04N,Y,1,7/2/19,40.75559669,-73.9799746,105,4,9600,1034228,1012600042,MN17
SWEET TOOTH RESTAURANT AND GRILL,less wealthy,10469,Caribbean,8/6/19,02B,Y,1,8/6/19,40.88098967,-73.83944278,212,12,46202,2065553,2048870001,BX13
PASTA FRANCO,wealthier,10024,Italian,12/26/19,10H,N,1,12/26/19,40.78546093,-73.97293115,107,6,16900,1032130,1012150033,MN12
OVER GREENS,less wealthy,11235,American,1/6/20,04H,Y,1,1/6/20,40.58732344,-73.95396952,315,48,59000,3204955,3074600012,BK17
HUNAN SLURP SHOP,wealthier,10009,Chinese,6/12/19,02G,Y,1,6/12/19,40.72677481,-73.9858678,103,2,3200,1005774,1004340007,MN22
NEW PEKING KITCHEN,less wealthy,11372,Chinese,1/2/20,08C,N,1,1/2/20,40.74928369,-73.88874109,403,25,28700,4029588,4012770036,QN28
PAPA JOHNS,less wealthy,11436,Pizza,3/21/19,06D,Y,1,3/21/19,40.67335455,-73.79033948,412,28,78800,4262671,4121020034,QN76
CENTRO PIZZA,wealthier,10075,Pizza,8/16/19,10F,N,1,8/16/19,40.77167713,-73.95627498,108,4,13400,1044075,1014310021,MN31
TWISTED MEXICAN GRILL,less wealthy,11102,Mexican,8/6/19,06C,Y,1,8/6/19,40.77226072,-73.9271857,401,22,8300,4006116,4005410001,QN71
FLOR CAFE,less wealthy,11238,Café/Coffee/Tea,7/31/19,06C,Y,1,7/31/19,40.68232859,-73.9613887,302,35,22700,3057235,3019910010,BK69
MARIE BLACHERE,wealthier,10014,Bakery,11/22/19,10F,N,1,11/22/19,40.73068421,-74.00163448,102,3,6700,1076794,1005890043,MN23
SANGER HALL,less wealthy,11104,American,7/10/19,04M,Y,0,7/10/19,40.74630952,-73.9158892,402,26,25301,4001199,4001350030,QN31
MISTER CHICKEN II,less wealthy,11101,Chicken,9/26/19,10E,N,1,9/26/19,40.7478105,-73.94746295,402,26,700,4000453,4000520048,QN31
